county,year,totalpopulation,average_yearly_wage,singlefamilymedianhomevalue,value_inches,murder,rape,robbery,aggravated_assault,burglary,larceny,motor_vehicle_theft,index_per_100k,employment,unemployment,labor_force,unemployment_rate,county_code,SFMHVrange,SFMHVclass
Okeechobee,2014,39828,33987,155402.0,52.32,1.0,14.0,19.0,115.0,271.0,883.0,63.0,3430.0,16316.0,1336,17652,0.076,46,"(150000, 200000]",3
Okeechobee,2015,40052,35213,166251.0,50.69,0.0,7.0,12.0,128.0,235.0,887.0,52.0,3298.0,16216.0,1102,17318,0.064,46,"(150000, 200000]",3
Okeechobee,2016,40806,34642,174505.0,57.87,5.0,19.0,17.0,115.0,246.0,939.0,87.0,3500.0,17261.0,944,18205,0.052,46,"(150000, 200000]",3
Okeechobee,2017,41140,39506,183748.0,56.41,1.0,27.0,15.0,93.0,235.0,924.0,76.0,3333.0,17514.0,811,18325,0.044,46,"(150000, 200000]",3
Okeechobee,2018,41120,37077,197102.0,47.21,1.0,20.0,25.0,156.0,218.0,863.0,98.0,3359.0,17031.0,669,17700,0.038,46,"(150000, 200000]",3
Orange,2001,930034,32218,150782.0,51.06,45.0,541.0,2618.0,6561.0,12795.0,38660.0,7273.0,7365.0,487402.0,22192,509594,0.044,47,"(150000, 200000]",3
Orange,2002,955865,33650,162488.0,67.76,56.0,534.0,2667.0,6262.0,12801.0,36634.0,7588.0,6961.0,477859.0,29498,507357,0.058,47,"(150000, 200000]",3
Orange,2003,983165,34630,175999.0,53.04,64.0,577.0,2369.0,5956.0,12306.0,34868.0,6335.0,6354.0,486989.0,27072,514061,0.053,47,"(150000, 200000]",3
Orange,2004,1013937,36446,196428.0,54.67,61.0,615.0,2407.0,6212.0,11820.0,33464.0,6393.0,6013.0,506346.0,24538,530884,0.046,47,"(150000, 200000]",3
Orange,2005,1043437,37701,243150.0,60.61,74.0,620.0,3215.0,6826.0,12735.0,33772.0,6727.0,6131.0,533969.0,19982,553951,0.036,47,"(200000, 250000]",4
Orange,2006,1079524,39180,304461.0,40.03,121.0,653.0,4280.0,7358.0,13382.0,34691.0,7738.0,6320.0,557220.0,18107,575327,0.031,47,"(300000, 350000]",6
Orange,2007,1105603,40185,298328.0,39.64,105.0,690.0,4359.0,6894.0,14608.0,36423.0,7325.0,6368.0,571946.0,22815,594761,0.038,47,"(250000, 300000]",5
Orange,2008,1114979,41046,242318.0,52.17,126.0,678.0,3967.0,6833.0,15950.0,38762.0,6027.0,6488.0,566854.0,36433,603287,0.06,47,"(200000, 250000]",4
Orange,2009,1108882,41048,181940.0,49.04,76.0,612.0,2652.0,5960.0,14460.0,35422.0,4345.0,5729.0,533867.0,62154,596021,0.104,47,"(150000, 200000]",3
Orange,2010,1145956,41487,161561.0,43.97,74.0,567.0,2303.0,5503.0,13783.0,31055.0,3754.0,5138.0,563766.0,66042,629808,0.105,47,"(150000, 200000]",3
Orange,2011,1157342,42058,144762.0,52.38,92.0,596.0,2232.0,5434.0,14504.0,32535.0,3962.0,5129.0,575967.0,62413,638380,0.098,47,"(100000, 150000]",2
Orange,2012,1175941,42857,148050.0,43.9,76.0,605.0,1977.0,5146.0,14034.0,32034.0,4013.0,4922.0,594652.0,55016,649668,0.085,47,"(100000, 150000]",2
Orange,2013,1202978,43145,174216.0,47.32,73.0,637.0,2149.0,5176.0,12703.0,34439.0,3329.0,4863.0,614487.0,46845,661332,0.071,47,"(150000, 200000]",3
Orange,2014,1227995,44422,196501.0,57.21,90.0,746.0,2216.0,5251.0,11257.0,34426.0,3327.0,4667.0,634818.0,40620,675438,0.06,47,"(150000, 200000]",3
Orange,2015,1252396,46014,207096.0,49.31,89.0,759.0,2051.0,5529.0,11297.0,33261.0,3716.0,4527.0,653788.0,34949,688737,0.051,47,"(200000, 250000]",4
Orange,2016,1280387,46990,225442.0,51.26,154.0,786.0,1789.0,5404.0,11083.0,32270.0,3843.0,4321.0,677671.0,31146,708817,0.044,47,"(200000, 250000]",4
Orange,2017,1313880,48203,244122.0,52.26,70.0,692.0,1736.0,4700.0,8188.0,33622.0,3839.0,4022.0,700650.0,27740,728390,0.038,47,"(200000, 250000]",4
Orange,2018,1349597,49952,263184.0,53.92,94.0,749.0,1862.0,5100.0,6238.0,31034.0,3490.0,3599.0,721325.0,24579,745904,0.033,47,"(250000, 300000]",5
Osceola,2001,179534,25083,145011.0,51.55,4.0,86.0,233.0,718.0,2825.0,5316.0,586.0,5441.0,89394.0,4306,93700,0.046,48,"(100000, 150000]",2
Osceola,2002,193355,26099,154678.0,62.99,7.0,107.0,219.0,741.0,2830.0,5224.0,650.0,5057.0,91003.0,5821,96824,0.06,48,"(150000, 200000]",3
Osceola,2003,210438,26922,164332.0,53.0,6.0,100.0,238.0,920.0,2811.0,5421.0,607.0,4801.0,96488.0,5622,102110,0.055,48,"(150000, 200000]",3
Osceola,2004,225816,27948,185248.0,55.74,5.0,106.0,221.0,824.0,2960.0,5323.0,633.0,4460.0,104334.0,5358,109692,0.049,48,"(150000, 200000]",3
Osceola,2005,235156,29288,235780.0,62.86,9.0,104.0,271.0,976.0,3124.0,5502.0,682.0,4537.0,111999.0,4457,116456,0.038,48,"(200000, 250000]",4
Osceola,2006,255903,30505,294645.0,38.91,13.0,77.0,324.0,967.0,3287.0,5362.0,744.0,4210.0,120750.0,4246,124996,0.034,48,"(250000, 300000]",5
Osceola,2007,266123,31958,285278.0,40.17,16.0,26.0,396.0,1121.0,3951.0,5900.0,765.0,4575.0,127164.0,5738,132902,0.043,48,"(250000, 300000]",5
Osceola,2008,273709,32161,230798.0,56.51,10.0,56.0,309.0,1143.0,3643.0,6229.0,644.0,4397.0,129094.0,8986,138080,0.065,48,"(200000, 250000]",4
Osceola,2009,272788,32476,155841.0,46.66,11.0,55.0,256.0,1308.0,3491.0,6064.0,475.0,4274.0,123212.0,15595,138807,0.112,48,"(150000, 200000]",3
Osceola,2010,268685,33079,133392.0,44.8,8.0,50.0,241.0,1289.0,3262.0,6265.0,458.0,4198.0,119677.0,16440,136117,0.121,48,"(100000, 150000]",2
Osceola,2011,273867,33036,121698.0,51.48,9.0,73.0,227.0,1270.0,2767.0,6490.0,439.0,4117.0,123764.0,15690,139454,0.113,48,"(100000, 150000]",2
Osceola,2012,280866,33803,127107.0,43.74,8.0,76.0,209.0,1143.0,2801.0,5962.0,367.0,3762.0,128766.0,13896,142662,0.097,48,"(100000, 150000]",2
Osceola,2013,288361,34138,150507.0,49.52,7.0,94.0,224.0,1060.0,2543.0,5902.0,320.0,3520.0,135390.0,12176,147566,0.083,48,"(150000, 200000]",3
Osceola,2014,295553,34970,174456.0,57.2,6.0,129.0,184.0,910.0,2088.0,5855.0,280.0,3198.0,141903.0,10552,152455,0.069,48,"(150000, 200000]",3
Osceola,2015,308327,35863,184332.0,54.12,12.0,121.0,199.0,972.0,1925.0,5796.0,367.0,3046.0,148689.0,9203,157892,0.058,48,"(150000, 200000]",3
Osceola,2016,322862,36232,197669.0,54.87,11.0,137.0,209.0,1121.0,2014.0,5638.0,443.0,2965.0,156541.0,8251,164792,0.05,48,"(150000, 200000]",3
Osceola,2017,337614,36852,211993.0,53.97,19.0,144.0,182.0,932.0,1482.0,5405.0,482.0,2561.0,165325.0,7561,172886,0.044,48,"(200000, 250000]",4
Osceola,2018,352496,37721,228864.0,52.79,15.0,144.0,154.0,767.0,1398.0,5106.0,389.0,2262.0,173744.0,6741,180485,0.037,48,"(200000, 250000]",4
Palm Beach,2001,1154464,35957,168500.0,59.87,51.0,578.0,2377.0,5337.0,14759.0,41628.0,7183.0,6229.0,538842.0,29530,568372,0.052,49,"(150000, 200000]",3
Palm Beach,2002,1183197,36550,189458.0,58.15,36.0,527.0,2513.0,5577.0,15095.0,43302.0,7807.0,6327.0,544442.0,36766,581208,0.063,49,"(150000, 200000]",3
Palm Beach,2003,1211448,37632,217066.0,57.28,61.0,553.0,2632.0,5233.0,14077.0,42502.0,7435.0,5984.0,551385.0,34430,585815,0.059,49,"(200000, 250000]",4
Palm Beach,2004,1242270,38873,257155.0,57.51,89.0,551.0,2570.0,5581.0,13239.0,38658.0,6913.0,5442.0,566247.0,31914,598161,0.053,49,"(250000, 300000]",5
Palm Beach,2005,1265900,40464,323353.0,55.81,69.0,563.0,2452.0,5261.0,12776.0,35620.0,6151.0,4968.0,578769.0,26092,604861,0.043,49,"(300000, 350000]",6
Palm Beach,2006,1287987,41938,378620.0,42.55,92.0,524.0,2909.0,5636.0,12868.0,35571.0,6058.0,4942.0,596415.0,22854,619269,0.037,49,"(350000, 400000]",7
Palm Beach,2007,1295033,43777,343066.0,50.45,96.0,457.0,3152.0,5478.0,13666.0,36635.0,5529.0,5020.0,598221.0,27841,626062,0.044,49,"(300000, 350000]",6
Palm Beach,2008,1294654,44464,278757.0,57.15,96.0,440.0,2847.0,5074.0,13246.0,36299.0,4637.0,4838.0,585947.0,42464,628411,0.068,49,"(250000, 300000]",5
Palm Beach,2009,1287344,45014,230819.0,51.23,86.0,464.0,2667.0,4649.0,13203.0,35361.0,3403.0,4648.0,549671.0,65829,615500,0.107,49,"(200000, 250000]",4
Palm Beach,2010,1320134,45833,215460.0,50.76,83.0,422.0,2018.0,4291.0,11534.0,31827.0,2812.0,4119.0,572130.0,68178,640308,0.106,49,"(200000, 250000]",4
Palm Beach,2011,1325758,46322,198261.0,46.79,67.0,420.0,1881.0,4064.0,11326.0,31628.0,2830.0,3939.0,583845.0,65096,648941,0.1,49,"(150000, 200000]",3
Palm Beach,2012,1335415,47769,196538.0,60.61,74.0,473.0,1883.0,3956.0,10230.0,31147.0,2641.0,3774.0,598903.0,57510,656413,0.088,49,"(150000, 200000]",3
Palm Beach,2013,1345652,48214,222805.0,57.48,74.0,447.0,1731.0,3819.0,9717.0,30688.0,2740.0,3657.0,620621.0,49964,670585,0.075,49,"(200000, 250000]",4
Palm Beach,2014,1360238,49845,256934.0,57.13,78.0,473.0,1693.0,3888.0,8722.0,29667.0,2631.0,3466.0,642418.0,41303,683721,0.06,49,"(250000, 300000]",5
Palm Beach,2015,1378417,51328,277959.0,48.71,97.0,520.0,1650.0,4089.0,7646.0,30376.0,3194.0,3451.0,657771.0,35811,693582,0.052,49,"(250000, 300000]",5
Palm Beach,2016,1391741,51834,298339.0,50.68,76.0,511.0,1753.0,4195.0,7770.0,30926.0,3382.0,3493.0,677839.0,33770,711609,0.047,49,"(250000, 300000]",5
Palm Beach,2017,1414144,53493,315485.0,61.84,92.0,550.0,1674.0,3939.0,6033.0,30048.0,3559.0,3245.0,690987.0,30459,721446,0.042,49,"(300000, 350000]",6
Palm Beach,2018,1433417,54787,331060.0,50.25,91.0,566.0,1510.0,3698.0,4202.0,27576.0,3138.0,2845.0,699897.0,26582,726479,0.037,49,"(300000, 350000]",6
Pasco,2001,352380,24562,112838.0,49.98,16.0,163.0,319.0,1257.0,3990.0,8253.0,874.0,4220.0,147745.0,7471,155216,0.048,50,"(100000, 150000]",2
Pasco,2002,361468,25602,122206.0,62.6,12.0,163.0,285.0,1201.0,4022.0,8179.0,1023.0,4118.0,149351.0,9741,159092,0.061,50,"(100000, 150000]",2
Pasco,2003,375318,27351,134584.0,61.46,16.0,208.0,233.0,1222.0,3381.0,8589.0,971.0,3895.0,154113.0,9420,163533,0.058,50,"(100000, 150000]",2
Pasco,2004,389776,28720,153401.0,62.12,17.0,156.0,242.0,1176.0,3793.0,8736.0,1081.0,3900.0,164628.0,9089,173717,0.052,50,"(150000, 200000]",3
Pasco,2005,406898,29432,189636.0,52.9,15.0,159.0,213.0,1136.0,3872.0,8340.0,1051.0,3634.0,169875.0,7862,177737,0.044,50,"(150000, 200000]",3
Pasco,2006,424355,31057,224234.0,41.87,28.0,151.0,335.0,1270.0,4430.0,9559.0,1280.0,4019.0,179799.0,7248,187047,0.039,50,"(200000, 250000]",4
Pasco,2007,434425,31890,211547.0,43.27,18.0,170.0,360.0,1352.0,4449.0,10075.0,1169.0,4050.0,183551.0,9692,193243,0.05,50,"(200000, 250000]",4
Pasco,2008,438668,32619,178097.0,44.51,24.0,167.0,402.0,1248.0,4795.0,11414.0,1225.0,4394.0,182473.0,15146,197619,0.077,50,"(150000, 200000]",3
Pasco,2009,439786,32339,145225.0,54.26,12.0,157.0,416.0,1136.0,4461.0,10417.0,939.0,3988.0,172016.0,23263,195279,0.119,50,"(100000, 150000]",2
Pasco,2010,464697,32995,133530.0,46.73,10.0,128.0,408.0,1027.0,4396.0,9987.0,668.0,3773.0,181719.0,23831,205550,0.116,50,"(100000, 150000]",2
Pasco,2011,466533,33342,118976.0,54.13,13.0,146.0,320.0,962.0,4062.0,9852.0,668.0,3434.0,183302.0,22201,205503,0.108,50,"(100000, 150000]",2
Pasco,2012,468562,33764,114827.0,60.38,12.0,137.0,304.0,998.0,3597.0,8943.0,657.0,3126.0,188053.0,19359,207412,0.093,50,"(100000, 150000]",2
Pasco,2013,473566,34540,127661.0,52.77,21.0,136.0,243.0,873.0,3314.0,8662.0,612.0,2927.0,193095.0,16823,209918,0.08,50,"(100000, 150000]",2
Pasco,2014,479340,35315,139506.0,60.92,19.0,139.0,226.0,897.0,2673.0,8142.0,726.0,2675.0,198120.0,14610,212730,0.069,50,"(100000, 150000]",2
Pasco,2015,487588,36428,148044.0,55.39,17.0,135.0,237.0,1187.0,2370.0,8253.0,758.0,2657.0,203402.0,12840,216242,0.059,50,"(100000, 150000]",2
Pasco,2016,495868,37204,162370.0,52.68,12.0,183.0,216.0,1242.0,2041.0,7758.0,752.0,2461.0,211693.0,11557,223250,0.052,50,"(150000, 200000]",3
Pasco,2017,505709,38247,178852.0,50.56,6.0,204.0,236.0,1202.0,1811.0,6631.0,695.0,2133.0,217765.0,10288,228053,0.045,50,"(150000, 200000]",3
Pasco,2018,515077,39196,192261.0,62.27,9.0,250.0,263.0,1239.0,1365.0,6517.0,632.0,1995.0,224188.0,9183,233371,0.039,50,"(150000, 200000]",3
Pinellas,2001,929208,31742,120455.0,50.56,44.0,547.0,1865.0,5016.0,9604.0,28813.0,3895.0,5358.0,450408.0,21181,471589,0.045,51,"(100000, 150000]",2
Pinellas,2002,933994,32160,134351.0,59.9,45.0,569.0,1758.0,5070.0,9381.0,29037.0,4116.0,5351.0,439107.0,26869,465976,0.058,51,"(100000, 150000]",2
Pinellas,2003,939864,33117,150378.0,59.98,41.0,528.0,1847.0,4729.0,9408.0,28891.0,3945.0,5255.0,435958.0,24875,460833,0.054,51,"(150000, 200000]",3
Pinellas,2004,943640,34311,169894.0,65.19,37.0,510.0,1676.0,4872.0,9295.0,28344.0,4548.0,5223.0,443802.0,21379,465181,0.046,51,"(150000, 200000]",3
Pinellas,2005,947744,35586,205918.0,45.29,50.0,470.0,1538.0,5062.0,8634.0,27579.0,4195.0,5015.0,435761.0,17772,453533,0.039,51,"(200000, 250000]",4
Pinellas,2006,948102,36960,239736.0,43.38,40.0,554.0,1652.0,4770.0,8407.0,27002.0,4659.0,4966.0,437883.0,15265,453148,0.034,51,"(200000, 250000]",4
Pinellas,2007,944199,38009,227848.0,41.62,57.0,520.0,1865.0,4879.0,9040.0,25955.0,3992.0,4904.0,431617.0,18712,450329,0.042,51,"(200000, 250000]",4
Pinellas,2008,938461,39285,190436.0,47.57,50.0,491.0,2040.0,4328.0,9677.0,28356.0,2828.0,5090.0,418214.0,29530,447744,0.066,51,"(150000, 200000]",3
Pinellas,2009,931113,39961,158934.0,54.14,27.0,460.0,1749.0,4414.0,9380.0,29241.0,3606.0,5249.0,393139.0,47584,440723,0.108,51,"(150000, 200000]",3
Pinellas,2010,916542,41102,149303.0,47.1,35.0,473.0,1543.0,3763.0,8247.0,26996.0,2276.0,4670.0,412869.0,48396,461265,0.105,51,"(100000, 150000]",2
Pinellas,2011,918496,42370,131142.0,60.43,53.0,429.0,1363.0,3587.0,8152.0,25370.0,1703.0,4426.0,416575.0,44674,461249,0.097,51,"(100000, 150000]",2
Pinellas,2012,920381,43960,129642.0,56.83,44.0,450.0,1206.0,3253.0,7392.0,24499.0,1755.0,4194.0,425850.0,38101,463951,0.082,51,"(100000, 150000]",2
Pinellas,2013,926610,43494,145137.0,52.19,30.0,447.0,1185.0,3295.0,6849.0,24637.0,1968.0,4145.0,436393.0,32490,468883,0.069,51,"(100000, 150000]",2
Pinellas,2014,933258,44758,160433.0,56.11,42.0,434.0,1166.0,2978.0,6440.0,25634.0,2375.0,4186.0,442921.0,27974,470895,0.059,51,"(150000, 200000]",3
Pinellas,2015,944971,46044,174693.0,56.42,31.0,495.0,1173.0,2728.0,5492.0,27461.0,2846.0,4257.0,448842.0,23624,472466,0.05,51,"(150000, 200000]",3
Pinellas,2016,954569,46938,194160.0,53.76,39.0,457.0,1091.0,2484.0,4694.0,25381.0,2390.0,3828.0,458724.0,21048,479772,0.044,51,"(150000, 200000]",3
Pinellas,2017,962003,47743,210151.0,51.23,34.0,498.0,979.0,2475.0,4112.0,23315.0,2109.0,3485.0,464978.0,18695,483673,0.039,51,"(200000, 250000]",4
Pinellas,2018,970532,49283,227545.0,59.69,42.0,506.0,736.0,2254.0,2970.0,20492.0,1749.0,2962.0,468312.0,16406,484718,0.034,51,"(200000, 250000]",4
Polk,2001,496112,28890,107639.0,53.83,18.0,343.0,708.0,1649.0,6338.0,15354.0,2080.0,5340.0,225189.0,12375,237564,0.052,52,"(100000, 150000]",2
Polk,2002,502385,29505,112630.0,66.28,27.0,300.0,660.0,1727.0,5780.0,15271.0,1920.0,5113.0,223792.0,14127,237919,0.059,52,"(100000, 150000]",2
Polk,2003,511929,30277,120219.0,57.67,22.0,265.0,611.0,1722.0,5837.0,15221.0,1809.0,4979.0,226315.0,13609,239924,0.057,52,"(100000, 150000]",2
Polk,2004,528389,31163,132069.0,55.48,15.0,207.0,511.0,1628.0,5442.0,13917.0,1714.0,4435.0,236570.0,12662,249232,0.051,52,"(100000, 150000]",2
Polk,2005,541840,32235,160197.0,60.44,19.0,258.0,509.0,1726.0,5316.0,14647.0,1784.0,4477.0,247679.0,10479,258158,0.041,52,"(150000, 200000]",3
Polk,2006,565049,33530,198376.0,39.87,21.0,304.0,731.0,1868.0,5966.0,13349.0,1564.0,4213.0,254605.0,9654,264259,0.037,52,"(150000, 200000]",3
Polk,2007,581058,34394,199522.0,39.23,31.0,245.0,731.0,1925.0,6292.0,14337.0,1622.0,4334.0,255915.0,12278,268193,0.046,52,"(150000, 200000]",3
Polk,2008,585733,35195,174853.0,50.29,44.0,203.0,702.0,1785.0,6635.0,15264.0,1634.0,4484.0,254490.0,18937,273427,0.069,52,"(150000, 200000]",3
Polk,2009,584343,35485,140782.0,47.69,25.0,236.0,593.0,1737.0,6781.0,13720.0,1107.0,4141.0,242326.0,30826,273152,0.113,52,"(100000, 150000]",2
Polk,2010,602095,35676,123046.0,50.94,30.0,171.0,525.0,1556.0,5758.0,14080.0,988.0,3955.0,243488.0,32469,275957,0.118,52,"(100000, 150000]",2
Polk,2011,604792,36189,105916.0,51.88,25.0,174.0,528.0,1679.0,6057.0,13213.0,836.0,3722.0,244352.0,30942,275294,0.112,52,"(100000, 150000]",2
Polk,2012,606888,36954,105583.0,48.61,39.0,174.0,421.0,1421.0,5796.0,12467.0,825.0,3484.0,248119.0,27283,275402,0.099,52,"(100000, 150000]",2
Polk,2013,613950,37485,117435.0,51.93,21.0,176.0,396.0,1579.0,4928.0,12279.0,906.0,3304.0,254278.0,23848,278126,0.086,52,"(100000, 150000]",2
Polk,2014,623174,38504,131638.0,58.46,16.0,174.0,421.0,1517.0,4638.0,11666.0,989.0,3116.0,257543.0,20585,278128,0.074,52,"(100000, 150000]",2
Polk,2015,633052,39354,140539.0,57.71,25.0,214.0,382.0,1493.0,3670.0,11198.0,1104.0,2857.0,263119.0,17940,281059,0.064,52,"(100000, 150000]",2
Polk,2016,646989,40245,151747.0,55.48,26.0,258.0,350.0,1565.0,3214.0,11201.0,1152.0,2746.0,271786.0,16057,287843,0.056,52,"(150000, 200000]",3
Polk,2017,661645,41387,165260.0,51.19,12.0,206.0,289.0,1429.0,2585.0,9739.0,988.0,2305.0,278914.0,14205,293119,0.048,52,"(150000, 200000]",3
Polk,2018,673028,42378,180522.0,58.65,24.0,193.0,286.0,1569.0,2214.0,9131.0,990.0,2141.0,286050.0,12572,298622,0.042,52,"(150000, 200000]",3
Putnam,2001,70820,27575,62927.0,52.39,5.0,70.0,87.0,704.0,1703.0,2215.0,280.0,7151.0,27497.0,1631,29128,0.056,53,"(50000, 100000]",1
Putnam,2002,71329,27036,65800.0,57.07,3.0,77.0,89.0,657.0,1398.0,2356.0,259.0,6784.0,27725.0,2000,29725,0.067,53,"(50000, 100000]",1
Putnam,2003,71971,28389,67541.0,55.04,3.0,43.0,90.0,700.0,941.0,1852.0,238.0,5373.0,28960.0,1752,30712,0.057,53,"(50000, 100000]",1
Putnam,2004,73226,28918,74590.0,61.34,5.0,49.0,80.0,669.0,1147.0,1969.0,242.0,5682.0,29075.0,1684,30759,0.055,53,"(50000, 100000]",1
Putnam,2005,73764,30256,87895.0,60.56,2.0,50.0,58.0,815.0,1201.0,1941.0,286.0,5901.0,29994.0,1357,31351,0.043,53,"(50000, 100000]",1
Putnam,2006,74416,31251,110855.0,33.55,6.0,33.0,76.0,705.0,1116.0,1897.0,247.0,5483.0,30597.0,1184,31781,0.037,53,"(100000, 150000]",2
Putnam,2007,74799,31508,121675.0,49.22,10.0,45.0,91.0,630.0,1416.0,2030.0,261.0,5993.0,30420.0,1525,31945,0.048,53,"(100000, 150000]",2
Putnam,2008,74989,32591,101887.0,53.02,7.0,40.0,105.0,620.0,1576.0,2245.0,264.0,6477.0,29618.0,2439,32057,0.076,53,"(100000, 150000]",2
Putnam,2009,74608,33920,84886.0,54.55,4.0,54.0,124.0,635.0,1403.0,1830.0,185.0,5676.0,28514.0,3797,32311,0.118,53,"(50000, 100000]",1
Putnam,2010,74364,33990,77347.0,41.49,2.0,54.0,106.0,559.0,1580.0,2004.0,104.0,5949.0,26307.0,3928,30235,0.13,53,"(50000, 100000]",1
Putnam,2011,74052,34507,72308.0,47.37,2.0,45.0,90.0,455.0,1312.0,1972.0,105.0,5376.0,25822.0,3781,29603,0.128,53,"(50000, 100000]",1
Putnam,2012,73158,34132,72559.0,52.57,5.0,39.0,51.0,414.0,1029.0,1952.0,80.0,4880.0,25274.0,3501,28775,0.122,53,"(50000, 100000]",1
Putnam,2013,72605,34152,79076.0,52.24,2.0,20.0,63.0,341.0,765.0,1646.0,112.0,4062.0,25124.0,3055,28179,0.108,53,"(50000, 100000]",1
Putnam,2014,72523,34731,86739.0,57.74,4.0,17.0,50.0,332.0,647.0,1431.0,80.0,3531.0,25416.0,2506,27922,0.09,53,"(50000, 100000]",1
Putnam,2015,72756,35944,94120.0,47.6,8.0,24.0,44.0,352.0,549.0,1539.0,76.0,3563.0,25266.0,2110,27376,0.077,53,"(50000, 100000]",1
Putnam,2016,72972,36249,98161.0,43.41,6.0,35.0,54.0,273.0,530.0,1284.0,90.0,3114.0,25332.0,1739,27071,0.064,53,"(50000, 100000]",1
Putnam,2017,73176,36873,105806.0,69.92,4.0,22.0,47.0,179.0,373.0,1150.0,90.0,2549.0,25521.0,1487,27008,0.055,53,"(100000, 150000]",2
Putnam,2018,72981,38128,115579.0,69.05,7.0,25.0,35.0,187.0,388.0,1324.0,89.0,2816.0,25410.0,1325,26735,0.05,53,"(100000, 150000]",2
Santa Rosa,2001,121370,28060,203374.0,49.55,2.0,51.0,28.0,297.0,677.0,1598.0,119.0,2284.0,53115.0,2617,55732,0.047,54,"(200000, 250000]",4
Santa Rosa,2002,124956,28944,219034.0,64.09,4.0,67.0,34.0,248.0,635.0,1589.0,119.0,2158.0,54275.0,3053,57328,0.053,54,"(200000, 250000]",4
Santa Rosa,2003,128889,29722,237515.0,65.85,0.0,52.0,28.0,211.0,692.0,1625.0,107.0,2106.0,57230.0,2800,60030,0.047,54,"(200000, 250000]",4
Santa Rosa,2004,133721,31029,269224.0,72.09,5.0,62.0,32.0,246.0,605.0,1501.0,112.0,1917.0,60368.0,2830,63198,0.045,54,"(250000, 300000]",5
Santa Rosa,2005,136443,32453,317515.0,70.65,2.0,49.0,16.0,194.0,576.0,1547.0,181.0,1880.0,65003.0,2448,67451,0.036,54,"(300000, 350000]",6
Santa Rosa,2006,141428,34594,373687.0,42.86,3.0,43.0,52.0,218.0,784.0,1598.0,142.0,2008.0,67688.0,2101,69789,0.03,54,"(350000, 400000]",7
Santa Rosa,2007,142144,35536,374594.0,54.26,4.0,57.0,31.0,232.0,583.0,1467.0,106.0,1745.0,67061.0,2588,69649,0.037,54,"(350000, 400000]",7
Santa Rosa,2008,144136,35820,321411.0,55.61,2.0,25.0,26.0,194.0,518.0,1484.0,125.0,1647.0,66289.0,4070,70359,0.058,54,"(300000, 350000]",6
Santa Rosa,2009,144508,35777,275909.0,80.47,0.0,34.0,21.0,161.0,480.0,1386.0,97.0,1508.0,63859.0,6357,70216,0.091,54,"(250000, 300000]",5
Santa Rosa,2010,151372,36148,259963.0,51.9,6.0,48.0,28.0,151.0,609.0,1346.0,75.0,1548.0,64403.0,6346,70749,0.09,54,"(250000, 300000]",5
Santa Rosa,2011,154901,36785,238992.0,42.01,2.0,33.0,16.0,137.0,722.0,1621.0,102.0,1700.0,66024.0,6217,72241,0.086,54,"(200000, 250000]",4
Santa Rosa,2012,155390,36945,237499.0,55.81,0.0,31.0,27.0,159.0,597.0,1549.0,100.0,1585.0,66565.0,5605,72170,0.078,54,"(200000, 250000]",4
Santa Rosa,2013,157317,37341,253520.0,65.44,3.0,33.0,19.0,114.0,618.0,1397.0,87.0,1444.0,67968.0,4865,72833,0.067,54,"(250000, 300000]",5
Santa Rosa,2014,159785,38802,276364.0,65.19,5.0,30.0,24.0,167.0,481.0,1238.0,105.0,1283.0,68881.0,4110,72991,0.056,54,"(250000, 300000]",5
Santa Rosa,2015,162925,35179,287727.0,59.88,4.0,40.0,27.0,196.0,412.0,1316.0,93.0,1282.0,70622.0,3624,74246,0.049,54,"(250000, 300000]",5
Santa Rosa,2016,167009,36377,301860.0,53.97,6.0,55.0,23.0,155.0,463.0,1370.0,105.0,1304.0,72892.0,3479,76371,0.046,54,"(300000, 350000]",6
Santa Rosa,2017,170835,36840,314419.0,73.16,5.0,37.0,30.0,198.0,396.0,1399.0,93.0,1263.0,75852.0,3110,78962,0.039,54,"(300000, 350000]",6
Santa Rosa,2018,174887,37946,328140.0,70.32,1.0,62.0,18.0,180.0,405.0,1281.0,112.0,1177.0,78518.0,2755,81273,0.034,54,"(300000, 350000]",6
Sarasota,2001,334023,26878,109767.0,53.2,7.0,109.0,325.0,1149.0,3203.0,8958.0,641.0,4375.0,144808.0,6108,150916,0.04,55,"(100000, 150000]",2
Sarasota,2002,339684,27745,121923.0,57.1,6.0,126.0,340.0,987.0,3051.0,9230.0,735.0,4326.0,149946.0,7880,157826,0.05,55,"(100000, 150000]",2
Sarasota,2003,348761,29079,144195.0,66.92,13.0,125.0,323.0,996.0,3186.0,9939.0,749.0,4461.0,153394.0,7524,160918,0.047,55,"(100000, 150000]",2
Sarasota,2004,358307,30977,175505.0,51.98,5.0,105.0,253.0,1019.0,3069.0,9469.0,805.0,4168.0,160928.0,7017,167945,0.042,55,"(150000, 200000]",3
Sarasota,2005,367867,32109,220238.0,57.63,9.0,125.0,271.0,972.0,3041.0,8718.0,844.0,3853.0,163509.0,5796,169305,0.034,55,"(200000, 250000]",4
Sarasota,2006,379386,33814,263176.0,49.91,10.0,91.0,355.0,1023.0,3317.0,8877.0,840.0,3877.0,167383.0,5427,172810,0.031,55,"(250000, 300000]",5
