SizeRank,County,State,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
604,Flagler County,FL,110125,110024,109885,109716,109556,109363,108733,108073,107449,107135,106824,106535,106470,106429,106456,106286,106235,106275,106991,107363,107747,107622,107951,108401,108648,108708,108600,108680,108744,108842,108720,109364,109960,110913,111108,111217,111309,111685,112311,112827,113172,113574,114363,115117,116019,116738,117642,118332,118940,119498,120138,120950,122056,123146,124409,125264,126003,126422,127116,128111,129277,130342,131118,131905,132682,133618,133732,133883,133972,134706,135541,136356,137312,138228,139344,140300,141243,141882,143081,144479,146060,147247,148216,149184,150000,151223,152603,154254,155813,157809,159799,161803,164115,166695,169204,171416,174030,176501,178903,181071,183478,186155,189037,192116,194998,198157,201988,206672,210978,215268,219272,224073,229134,233968,239101,244527,249654,254403,258459,262424,266306,269905,274002,277056,279944,282086,283437,283476,283052,282141,281360,279597,277505,273666,269938,266396,263440,259762,255824,252342,249753,247367,244777,241605,237544,235895,232796,230022,225155,221854,218633,214611,210060,205081,200088,195476,192165,188372,185463,182248,179727,176994,174150,172783,170763,169397,167586,166687,165648,164873,164095,163474,162755,161384,160150,158298,157511,156384,156213,155951,155567,154321,152553,150932,150134,149313,148824,148073,147491,146544,145512,143553,142225,141819,142733,143722,143816,144612,144749,145936,146803,148613,150085,152141,153665,154849,155564,156243,158017,159891,162793,164427,165763,167312,169573,172109,174468,176736,178460,180020,180964,181157,181333,182044,183722,184231,184293,184135,184200,184722,185661,186480,187602,189071,190572,191949,192593,194036,195308,196643,198010,198570,199088,199920,201090,202678,203767,204905,206316,207574,209092,210597,211895,213670,215456,217423,218708,218942,219069,219751,220567,221415,222136,222834,223660,224471,225139,225132,225707,227343,229590,231037,231648,231741,232150,232707,234135,235588,236761,238022,238267,238698,238964,239570,240295,240471,241219,242327,243589,243570,244023,244304,245799,245724,245462,245279,246403,248861,251239,253879,256638,261113,266171,272350,278956,287680,297773
614,Sumter County,FL,108494,108431,108471,108310,108178,108134,108335,108520,108689,108649,108766,108986,109569,110090,110381,110950,111675,112257,112418,112592,112841,113360,113933,114570,114880,115149,115553,115955,116100,116392,116858,117531,118232,119054,119445,119454,119292,119458,119877,120050,120448,120941,121721,122337,122930,123548,124404,125558,126704,127719,128427,129422,130509,131512,132437,133194,134006,134954,135688,136627,137103,137804,138575,139566,140589,141395,142028,142763,143596,143874,144926,145357,147098,148275,149561,150164,150294,150977,151827,152882,153710,154688,155267,156169,156725,157696,158620,159756,160923,161921,162843,163899,164988,166301,167242,168256,169024,170133,171359,172780,174721,176660,178750,180498,182371,184330,186835,189551,192048,193837,195622,197700,199461,200678,201837,203536,205816,208082,210265,212277,214769,217858,221065,223868,226909,230980,234919,238374,240456,242497,244502,246586,248287,249342,249260,248567,247297,245847,244424,243002,241559,239777,237373,234974,232132,229291,227188,226233,225374,223718,222104,220287,219534,218343,217311,215642,214087,212996,211374,208915,206777,204820,203072,201415,199651,198422,197324,196751,196700,196616,197462,198807,200101,201617,202502,203239,203526,204006,204599,204761,204691,204519,203743,201722,199197,196915,195402,194388,193664,193115,192805,192424,191938,191829,192201,194423,196551,199021,200777,202050,202479,202916,203612,205535,207528,208852,209379,209153,210956,211979,213950,216216,220328,224031,226719,228788,231363,234145,238116,241285,242749,244220,245895,247940,248622,248904,250182,250843,250793,250321,249623,250350,251399,252194,251404,250375,249400,248889,247269,246500,246662,247461,247265,246162,245080,245062,245861,246611,247381,248389,250199,251386,251311,251715,252600,254137,254429,254448,254522,254938,255624,256281,256846,257616,258928,259835,261238,262235,264512,266451,268398,269777,271129,272436,273963,276051,278234,279731,280558,281465,282596,283489,284097,285453,286992,288690,289427,289904,290790,292638,294675,296464,297919,299005,299377,298944,298658,298949,299918,300897,301595,302126,302869,303972,305133,306953,309655
728,Putnam County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53130,53201,53717,54776,55964,56892,57427,57978,58410,58924,59418,60042,60669,61524,61936,61959,61966,62303,63052,63458,63989,64415,64851,65006,64955,65135,65361,65564,65461,65457,65602,66048,66394,66600,66561,66461,66651,66785,67130,67436,67408,67160,67020,67204,67568,67906,68649,69570,70311,71050,71589,72328,73201,74173,75014,75801,76576,77605,78261,79172,80036,81106,82273,83431,84966,86574,88411,90108,91843,93538,95407,97049,99044,101226,103577,105938,108178,110705,112790,114723,116372,117868,119334,120500,121335,122530,123498,124445,123982,122945,122104,121479,120967,120148,119000,117671,116284,112836,109317,105352,103532,101972,100375,98359,96286,94349,92736,91248,89793,89113,88397,87829,86696,85416,84140,83102,82226,81420,80574,79923,79324,78940,78597,78397,78033,77688,77363,77018,76545,75978,75461,74816,74254,73705,73224,72755,72303,72027,71821,71675,71565,71485,71426,71456,71543,71578,71642,71697,71876,72019,72257,72541,72958,73555,74181,74857,75391,76014,76672,77364,78051,78733,79396,80064,80722,81467,82179,82862,83525,84182,84795,85375,85937,86611,87213,87755,88175,88585,89080,89638,90632,91526,92418,92892,93426,93964,94381,94826,95403,96081,96707,97189,97379,97601,97700,97995,98060,98005,98127,98377,98651,98588,98615,98831,99349,100067,100981,102228,103641,105037,106628,108034,109279,110289,111519,112614,112744,112378,112375,113018,113821,114727,115200,116171,117194,119069,119865,120389,121019,122646,123987,124984,125856,126294,126984,127310,128281,128919,129639,130937,132624,133918,135035,136197,137574,139010,140352,142022,143510,144841,146774,148525,150243,151982,154074,156294,158511,161066,163837
736,Nassau County,FL,93555,93762,93897,94161,94434,94753,95086,95299,95481,95667,95929,96248,96112,96073,96024,96513,96963,97516,98090,98643,99212,99879,100702,101533,102764,103655,104660,105231,106039,106601,107161,108086,109174,110235,110907,111430,112622,114068,115593,116709,117290,117905,118588,119653,120736,121670,122588,123780,124616,125562,126417,127509,129934,132738,135435,136705,137833,139170,140968,142516,144050,145327,146696,148338,149380,150411,151412,153103,154565,155764,156701,157546,158334,159495,160704,161682,162239,162452,163047,163510,164283,165091,166139,167302,168112,168539,168960,169794,170450,171273,171454,172326,173010,174253,175117,176273,177569,179301,180915,182351,183919,185260,187303,189113,191415,193175,195535,197913,200885,203602,206395,209039,212003,216049,219802,223692,226782,230186,233160,236095,238739,241879,244766,248265,251642,255089,257762,260267,262831,265209,266729,267505,267553,267609,266352,266368,266266,265944,265234,264368,264111,262945,261896,260903,259905,257463,257758,254581,251028,244920,241095,236885,232282,228291,225082,221957,218833,216242,212713,209951,207440,205635,203086,200817,198892,197360,195645,194222,192873,191778,190510,189668,188708,188161,187400,186667,185609,184109,182616,180932,179639,178459,177347,176308,175450,174989,174654,174316,174079,173508,173001,172706,172833,172893,173336,173621,174155,174415,175010,175758,176779,176863,177442,178059,179987,181673,184434,186500,188689,189984,191909,193706,195345,200797,206476,211943,213047,214164,212183,213279,213960,217297,218822,219981,221768,221501,220398,219929,222198,224834,227797,227988,228435,228432,229281,231138,232154,232492,232444,231633,230525,230275,231945,234567,236074,236406,236591,237193,238340,240412,242708,244873,246962,247991,248860,249802,252205,254440,256744,258050,259015,259509,260640,262889,265876,268446,270178,271168,272341,274279,276524,278517,280258,282135,283339,283941,284132,285196,286908,289220,290794,291498,291740,292630,293816,294839,296085,298014,299857,301577,302805,303529,304248,304413,305831,307309,309860,312207,314905,317507,320639,323994,328080,332956,338693,345806,352713
738,Monroe County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536972,537486,538601,541559,545587,549067,552059,555405,559952,563981,569797,576259,584027,590380,596432,600787,604126,607447,611328,613994,614966,616066,614952,613299,611228,612692,613982,614371,613336,614057,615616,617977,619632,622996,624863,625221,621685,617493,614851,616798,620951,623976,625503,627286,629920,631025,633490,639430,647156,655214,659770,662311,661436,661538,659901,659048,657017,656976,656944,658021,659811,658838,657529,654388,653790,652722,655227,659056,664040,668887,674522,679561,685100,694227,706292,721711,738309,757009,776169
777,Columbia County,FL,49068,49197,49290,49490,49608,49697,49659,49757,49883,50100,50287,50509,50505,50428,50347,50557,50812,51082,51190,51496,51814,52315,52685,53037,53750,54398,55065,55352,55768,56232,57356,57728,58063,57837,58012,58181,58334,58770,59201,59478,59742,60020,60226,60628,60969,61413,61734,62029,62294,62406,62593,62959,63386,63842,64122,64440,64870,65374,65971,66498,67052,67513,67963,68415,68810,69144,69445,70065,70557,71106,71357,71737,72066,72496,73076,73712,74254,74699,75146,76085,76709,77237,77340,77741,78205,78593,79328,80027,80765,81057,81302,80000,79586,79518,80662,80994,80882,81067,80139,79298,78586,79211,80106,81547,82439,83301,83840,84850,86318,87699,89800,91701,93481,94650,96019,97992,100365,102070,103773,105294,107013,108949,110897,113432,115896,118388,120199,121348,121790,122817,123523,125139,126217,126957,127384,127913,128452,128212,127684,127840,128292,128571,128445,127330,126272,124606,123137,120942,118919,117396,116150,114218,112163,110064,108466,106914,105480,104479,103466,102481,101353,100036,98746,97654,96787,96273,95681,95285,94711,94201,93672,93253,92844,92482,92193,91928,91477,90692,90006,89242,88695,88062,87514,87022,86578,86301,86079,85921,85780,85660,85409,85312,85260,85368,85443,85522,85717,85951,86268,86658,87193,88003,88810,89573,90201,90899,91672,92569,93461,94375,95215,96035,96867,97600,98475,99374,100362,101209,102044,102837,103632,104349,105134,105939,106730,107491,108388,109339,110339,111260,112219,113175,114110,115074,115990,116928,117830,118783,119639,120473,121353,122348,123400,124382,125358,126289,127258,128187,129201,130137,130957,131696,132533,133416,134281,135090,136004,136870,137696,138509,139279,140054,140726,141509,141944,142654,143203,144303,144886,145556,145791,146088,146161,146411,146745,147256,147411,148628,149512,150250,149479,149134,149201,149719,149703,149933,150291,151359,151550,151176,150637,148660,147847,147978,151953,155818,159636,162203,164854,166914,169955,172849,176128,180739,185302,188747,188611
909,Walton County,FL,193032,193302,193716,194195,194411,194710,195198,195888,196518,197136,198065,198861,200178,201361,202423,203306,204044,204514,204685,204722,205113,205262,205718,206228,207061,207758,208341,208577,209687,210962,212553,213783,214852,216409,216932,217316,216101,215140,214360,215402,216631,218175,219311,220511,220681,220676,220247,220812,220697,220581,219325,218503,216726,215130,212146,210112,209107,207834,206411,204708,205141,207326,209640,209611,209002,208765,211238,212364,213486,214906,219493,223032,225350,223033,222020,222469,225627,227530,228320,229996,231232,232599,232539,233667,235680,239838,243896,247705,249605,252572,255847,259640,262530,265603,268593,273350,276982,281884,286313,290429,294153,298123,302926,308210,316604,324936,333004,338550,347500,356966,364096,371367,380432,392463,403687,414601,423218,433251,440984,448464,449561,448068,451988,458382,466266,466646,465251,461828,458261,453090,447369,442632,440828,441191,438706,434528,425331,417563,410274,406762,403896,399835,397203,392642,387589,379476,372517,365608,364215,364172,363624,357854,351212,345140,340103,334951,330257,326628,324573,321372,316860,310642,306018,302789,300557,298968,296582,296705,298188,301565,301410,300827,297712,297914,297288,297962,296947,295954,294991,294176,290879,286182,280908,278169,277201,274416,272036,269539,269160,268507,268535,267368,267726,268634,271657,273579,274194,275671,277088,278244,279060,280388,282251,283854,284972,285246,285653,286888,290262,294250,298143,302603,305380,307663,310200,313591,315592,317310,319620,323168,325264,324869,324397,323192,323959,325821,326967,328061,330935,335693,339216,339886,339996,342217,344761,348499,351584,353446,353393,352530,352439,352434,352793,353363,354968,355396,355918,355611,355888,355942,358001,360662,362545,363433,365132,367647,369499,371424,373479,376141,377619,380239,383178,386061,388443,389691,389854,390136,391811,395315,398911,401409,403895,404691,404383,404772,406608,410802,414188,416855,418296,418402,417170,416925,416964,418862,421028,424169,427246,427844,428995,430134,432312,433460,434950,436917,440477,444768,450365,456130,462828,472174,483422,496884,511971,530614,552413
981,Jackson County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57877,57965,58090,58631,59090,59735,60070,60566,60917,61431,61813,62023,62167,62526,63050,63193,63445,63639,64194,64548,64979,65253,65701,66258,66955,67530,68069,68549,69018,69098,69294,69412,69834,70117,70453,70874,71209,71523,71830,72304,72770,73247,73859,74604,75206,75868,76484,77562,78658,79815,80588,81337,82308,83579,84787,85866,87126,88557,90087,91215,92444,93804,95753,97882,99925,101976,104008,105912,107450,108624,109822,110662,111409,111955,112533,112768,112627,112347,111999,112006,111821,111756,111338,110979,110553,110091,109171,107988,107247,106286,105250,103486,102084,100547,99018,97441,95969,94409,92745,91289,89658,88239,86795,85768,84591,83424,82355,81558,80547,79425,78315,77410,76414,75500,74631,73947,73256,72696,72146,71601,71208,71012,70978,70598,70351,69628,69000,68071,67598,67059,66605,66106,65825,65508,65183,64831,64537,64731,65035,65420,65376,65371,65315,65266,64935,64656,64425,64667,65011,65332,65496,65759,66183,66698,67246,67826,68363,69074,69822,70550,71091,71536,72054,72580,73104,73618,74162,74706,75403,75929,76546,76997,77566,78131,78745,79498,80338,81117,81854,82544,83347,84138,84850,85549,86123,86781,87380,87848,88341,88946,89746,90483,91104,91697,92271,92901,93638,94316,94985,95494,95825,96079,96404,97053,97753,98417,98952,99448,99917,100498,101063,101777,102470,103150,103419,103552,103653,103990,104325,104920,105533,106004,106283,106602,106985,107321,107689,107969,108170,108388,108434,107944,107297,107087,107442,107787,107998,108158,108434,108550,108872,108949,109610,110324,111333,111946,112419,112837,113386,114054,114751,115688,116550,117592,118302,119239,120080
1035,Gadsden County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63695,63605,63871,64169,64742,65417,66134,66726,66990,67311,67875,68396,68795,69131,69285,69591,69707,69815,69890,69939,70373,70721,70916,71127,71509,72378,73222,74050,74519,74735,74796,75166,75795,76622,77117,77571,77885,78336,78872,79425,79933,80460,81299,82354,83210,83715,84387,85480,86966,88342,89342,90324,91633,93199,94664,95847,97259,98871,100526,101930,103353,104876,107013,109348,111350,113432,115320,117409,118986,120527,122074,123146,123820,124299,124745,124864,124580,124364,124246,124249,123955,123454,122826,122359,121955,121415,120378,118990,118303,117177,115988,113960,112259,110595,108866,107122,105319,103393,101475,99877,98055,96218,94375,92872,91569,90239,88850,87601,86353,85283,84265,83157,82049,81075,80252,79631,78974,78451,77948,77469,77022,76634,76244,75891,75539,75212,74744,74092,73351,72577,71994,71543,71103,70688,70331,70136,69987,69835,69759,69719,69890,70068,70283,70289,70283,70266,70283,70349,70411,70540,70730,71204,71681,72259,72675,73131,73736,74333,75046,75622,76271,76872,77493,77976,78424,78829,79332,79901,80450,80995,81544,82112,82649,83180,83731,84281,84851,85436,86100,86777,87451,88180,88817,89487,90127,90863,91474,92086,92668,93287,93851,94400,95020,95840,96697,97443,98027,98565,99200,99765,100174,100560,101008,101594,101946,101823,101733,101878,102356,102768,103192,103728,104270,104606,104804,105203,105728,106539,106924,107254,107436,107788,108081,108206,108306,108418,108483,108180,108171,108221,108539,108654,108823,109288,109756,110350,110849,111887,112964,114137,114680,115048,115029,115160,115774,116536,117303,117654,118115,118195,118288,118427,118872,119351,120054,120713,120951
1140,Suwannee County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61404,63087,64203,67295,69961,72998,75533,78244,80497,82478,84167,86121,87916,89249,90975,91964,93834,94991,96747,98092,100035,102393,104996,107163,109383,111685,114423,116694,118568,120067,121957,123539,125107,126221,127453,128102,128427,128592,128661,128852,128645,128525,128225,128140,127749,127365,126427,125366,124694,123874,122994,121328,119948,118433,116778,114905,112986,111068,109076,107462,105641,103779,101866,100309,99043,97734,96549,95579,94705,93796,92905,91826,90738,89785,88909,88262,87491,86989,86426,85968,85497,85135,84817,84517,84270,83951,83610,83080,82611,81968,81506,81007,80576,80148,79818,79649,79520,79435,79346,79460,79618,79836,79929,79967,80057,80168,80309,80486,80704,81048,81531,81969,82426,82949,83624,84320,85066,85918,86836,87619,88392,89131,89938,90526,91126,91742,92539,93453,94274,94968,95629,96449,97285,98051,98726,99868,101024,102181,103140,104119,105113,106054,106989,107976,108980,110117,111137,112058,112947,113842,114532,115072,115685,116465,117429,118338,119155,119805,120566,121231,121935,122641,123678,124667,125668,126571,127250,127794,128453,129217,130063,130711,131220,131622,131782,132289,132845,133486,133963,134454,134892,135395,135711,136155,136469,136830,137203,137479,137790,138084,138178,138140,138337,138955,139616,140221,140814,141566,142289,142352,141752,141232,141117,141595,142165,142828,143574,143934,144467,144928,145476,146533,148113,149659,151099,152206,153203
1158,Levy County,FL,57811,57874,57907,57990,58016,58014,58046,58111,58169,58182,58293,58479,58789,58946,59080,59059,59225,59508,59817,60053,60348,60722,61210,61569,61816,61997,62233,62647,63051,63454,63819,64245,64589,64959,64850,64834,64792,65369,66068,66954,67511,67828,68015,68288,68703,69146,69852,70591,71271,71609,71724,71718,71909,72318,72968,73610,74168,74526,75016,75499,76095,76574,77137,77704,78198,78744,79085,79472,79817,80438,80921,81390,81818,82418,83134,83736,84508,85148,85954,86432,86937,87270,87834,88544,89395,90068,90795,91365,92035,92418,92909,93611,94627,95808,96674,97862,99151,100864,102929,104417,105587,106337,107823,109393,110696,112219,114246,115212,115662,116191,115878,117774,119843,124441,127166,130127,132881,136476,139708,143534,146750,149311,152343,154350,156710,157219,158020,158865,159832,158404,156082,153624,153265,152979,152490,151059,149026,146456,145324,143689,142079,140143,138690,137181,134894,132463,130128,127942,125793,123892,121568,119194,116828,115234,114017,112803,111416,110274,108957,107648,106354,105107,103717,102392,101234,100374,99557,98893,98328,97797,97425,97029,96652,96233,95959,95919,95746,95427,94888,94233,93590,92890,92206,91603,91113,90900,90747,90548,90287,90001,89771,89689,89611,89562,89569,89681,89878,89955,90057,90233,90634,91216,91934,92670,93489,94322,95228,96111,96942,97765,98555,99353,100161,100990,101749,102471,103068,103732,104351,104994,105715,106459,107228,107894,108423,108776,109216,109846,110786,111727,112612,113404,114076,114752,115400,116126,116913,117709,118408,118944,119359,119903,120536,121198,121771,122279,122770,123144,123482,123941,124643,125366,126013,126174,126278,126362,126768,127206,127730,128397,129159,129815,129924,129929,129841,130229,130729,131454,132093,132765,133269,133682,133996,134298,134764,135289,135787,136280,136661,136993,137058,137509,138196,139249,139870,140536,141121,141872,142406,142511,142617,142911,143420,143422,143539,143719,144473,145035,145789,146514,147550,148946,150500,152028,153697,155748,157815
1173,Okeechobee County,FL,95781,95906,95981,96065,96143,96230,96340,96372,96466,96692,97053,97386,97629,97979,98410,99016,99487,100043,100639,101319,101936,102475,103075,103679,104732,105279,105786,105945,106568,107044,107446,107944,108511,108931,108970,109140,108830,108949,109000,109547,109808,110276,110843,111516,112073,112706,113320,113931,114560,115276,116014,116724,117517,118208,118947,119510,120265,120977,122075,123172,124547,125533,126481,127314,128224,129173,129977,130934,131781,132678,133407,134111,134715,135735,136896,138184,139015,139849,140695,141382,142008,142565,143467,144535,145733,147116,148395,149616,150460,151313,151851,152923,154484,156803,158747,160007,160664,161045,161589,162138,163789,165546,168336,170296,171831,172189,172956,174755,177542,180496,183643,187139,191059,195339,199099,203712,208151,213095,216997,220506,223609,226164,228440,230282,231694,232433,232285,232164,232043,232428,232519,232259,231573,230907,230064,229100,227212,224801,223418,221470,219547,215951,212747,209443,206161,202776,199241,195539,191850,188799,185443,181868,178201,175541,173476,171432,168956,166826,164655,162658,160667,158418,156043,154015,152401,150931,149292,147835,146718,145631,144731,143951,143270,142591,142019,141407,140529,139431,138452,137391,136589,135726,134937,134099,133347,132909,132554,132238,131969,131690,131409,131284,131240,131248,131230,131343,131655,131949,132268,132677,133302,134341,135467,136646,137609,138580,139684,140756,141912,143105,144424,145709,146859,147670,148379,149042,149970,151062,152202,153249,154152,154981,155795,156662,157540,158636,159700,160873,161887,162841,163684,164634,165442,166148,166655,167184,167931,168655,169621,170324,171003,171476,171954,172491,173194,174073,174994,175857,176433,177005,177448,178135,178850,179696,180562,181401,182213,182989,183923,184913,186093,187162,188092,189078,190316,191827,193271,194570,195730,196912,198094,199275,200430,201276,201709,201816,202173,202894,204130,205529,207206,209128,210323,211448,211981,212376,211913,211116,211284,211440,212616,213539,216396,219850,222550,223850,223600,224167,224841,224981,223167,220149,215176,209504,201478,192281,183132
1191,Hendry County,FL,57438,57302,57697,58314,58996,59090,59055,59029,59315,59401,59564,59599,60056,60650,60802,60442,60083,60368,61221,61606,61642,61399,61513,61772,61524,61373,61068,61001,60707,60732,59971,60005,59798,60574,60422,60241,59784,59589,59635,60082,60578,60908,61436,61588,61864,61812,62164,62606,63389,64146,64792,65086,65432,65785,66367,66857,67331,67626,68101,68646,69338,69864,70433,70986,71560,72147,72704,73315,73879,74505,75093,75677,76182,76840,77493,78226,78893,79618,80276,80740,81184,81618,82278,82899,83544,84104,84713,85283,85932,86539,87149,87900,88913,90080,91003,91877,92761,94180,95649,97191,98404,99746,101380,103169,104851,106396,108240,110243,112309,114032,115859,117867,120444,123290,125981,128968,131795,134724,137018,139208,141344,143017,144458,145699,147017,147837,148005,148088,148182,148455,148412,148243,147887,147622,147257,146760,145609,144114,143317,142157,140921,138763,136819,134828,132666,130485,128175,125765,123376,121405,119218,116849,114456,112541,110999,109447,107998,106781,105600,104362,103153,101812,100462,99244,98154,97187,96284,95557,94979,94321,93791,93317,92861,92360,91889,91454,90927,90235,89527,88755,87918,87061,86119,85341,84708,84283,83941,83598,83382,83178,82927,82641,82499,82483,82623,82777,82943,83109,83344,83631,83986,84465,85006,85588,86136,86657,87248,87817,88444,89061,89654,90324,90925,91587,92304,93114,93771,94376,94899,95494,96031,96588,97123,97713,98271,98883,99429,100029,100872,101716,102464,103148,103911,104696,105353,105820,106308,106682,106950,107182,107220,107383,107702,108080,108412,108586,108950,109319,109801,110220,110929,111476,111998,112455,112977,113676,114256,114940,115538,116213,116825,117512,118077,118838,119883,121039,122084,122775,123487,124206,124999,125988,126895,127881,128651,129362,130062,130692,131528,132273,132979,133631,134259,135181,136070,136933,137639,138227,138723,138799,138729,138820,139233,139977,140759,141385,141975,142550,143456,144510,145641,147184,148837,150572,152173,153647,155223
