SizeRank,County,State,Metro,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
262,Alachua County,FL,Gainesville,158689,159044,159328,159861,160151,160348,160599,161050,161527,161969,162346,162780,163386,163883,164441,164804,165511,166293,167074,167519,167898,168350,169044,169669,170160,170516,170777,171147,171538,171921,172386,173021,173794,174456,174812,175177,175320,175772,176082,177000,177932,179253,180059,180744,181201,181902,182797,183720,184907,185947,187221,187766,188271,188369,189074,189810,190810,191707,192544,193346,194113,195063,195913,196926,197708,198510,199224,199997,200837,201860,202943,203955,204821,205821,206901,207896,208845,209873,210814,211896,212986,214040,215306,216634,218476,220061,221660,223128,224604,226005,227788,229806,232400,234790,237502,240484,243416,246419,248626,251367,254689,258650,262146,264617,267125,269685,272270,274464,276057,278128,281398,287075,291681,296558,300488,306275,310432,315498,319952,324330,329666,334124,338931,338517,340376,342183,346543,349165,352107,355573,356729,357660,356880,357519,358135,360017,360864,360041,358012,356170,354089,348101,344447,342580,342192,339469,335295,333175,330626,327481,323680,319940,316344,314624,312444,309087,303593,299004,295475,292379,289668,287600,285810,283564,282166,281285,280683,279347,279632,280032,279789,277414,274256,271591,269335,267573,265331,261900,257898,255123,252549,250503,247991,246991,245505,243601,241429,239964,238955,238555,238527,237654,236339,234408,233036,230742,229651,229885,230046,229413,227702,227484,227234,227456,227459,228209,229447,231345,233238,234545,235886,237504,239878,240352,240998,241967,244166,246278,247554,248579,248475,248083,247701,248201,249057,250759,252455,253297,253475,252541,252950,253059,254364,255812,257942,259155,259685,260352,261197,262340,262452,263532,264297,266164,268483,269832,270155,269884,270436,270904,271581,273342,277622,281896,284743,285411,284454,284963,286780,289892,293016,295819,297715,297525,295413,293757,294225,296212,299310,301731,303373,303652,303171,302956,304056,306550,308815,310320,311155,312868,313991,314742,315454,316260,317616,318209,318008,318014,319407,322578,324755,326374,327671,328807,328967,329712,331190,333948,337181,340376,343437,345953,349775,353963,359194,365596,373742
325,Clay County,FL,Jacksonville,155807,156214,156495,157116,157544,158041,158356,158718,159028,159323,159709,159982,160693,161144,161677,161816,162373,162738,163262,163585,164040,164438,164878,165530,165822,166082,166263,166838,167150,167582,168160,168962,169606,170241,170537,170819,170823,171237,171683,172288,172914,173649,174396,175145,176003,177107,178382,179465,180314,181207,182188,183266,184345,185336,186198,186783,187376,188389,189218,190213,191203,192901,194591,195913,196645,197200,197730,198621,199522,199285,199865,200570,202334,201819,201157,200690,201565,202597,203633,204401,205205,206477,207504,208408,208833,210317,211927,213537,214531,215400,216213,217185,218261,219541,220718,222074,223666,225586,227631,229731,231731,233987,236167,238564,240897,243461,245943,248328,250300,252261,254236,256407,259281,262302,266397,270329,274527,278326,282574,286772,291560,295727,299597,302952,306221,309753,312716,316081,319407,322323,323887,324887,324933,326155,325376,324838,323398,323445,323075,321369,319205,317828,317021,315998,314032,311716,313411,314643,315192,311244,306605,302867,298762,294659,289708,286150,283760,281103,276061,271884,268031,266339,265381,264450,263513,261468,260541,258834,257141,254734,253347,251421,250574,249286,247431,245362,243047,241018,238379,235146,232475,231349,230128,228449,225261,222511,220536,218774,217828,217367,217282,218436,218313,217911,216535,215744,215578,215744,216280,216181,216155,216261,217107,216748,216978,216486,217673,220287,223415,226624,227678,229867,231150,233063,234052,236284,238603,241461,243078,242616,241594,239695,240387,240505,242280,243093,243875,243888,244270,244230,244302,244502,245650,247640,248694,249845,249620,249598,249846,250599,251005,251553,252173,253551,254421,255173,256089,256989,258428,259836,261085,262086,263559,265594,267845,270045,272083,274019,275367,276683,278263,280261,282614,285028,287461,289431,291137,292026,293295,294797,296914,298555,299547,300438,301687,302941,303398,303708,304245,305561,306083,306293,306356,307277,308726,309532,309800,309702,310576,311774,313453,314981,316686,317809,318895,320072,321770,324369,327558,331535,335697,340360,345200,350637,357027,364871,373651
326,Saint Johns County,FL,Jacksonville,229735,229922,230138,230358,230454,231208,232105,233271,233479,234221,235133,236601,237930,239252,240526,242146,244032,245400,246377,247150,249084,250591,252101,253295,254829,255991,256811,257506,258279,258725,259908,261262,263123,264499,265665,266093,266365,267482,269654,272201,274798,277112,278978,280463,282182,284425,286746,289513,292587,295472,297667,299445,302343,305563,309316,311927,314493,316568,319178,321899,325105,328083,331096,333865,334081,334355,334335,337185,339793,342652,345134,347488,349455,351539,353857,356396,359766,362787,365644,367413,369334,371346,373394,375409,377636,380042,382481,384774,387212,390076,393196,396305,399335,402520,406265,410232,414517,418656,423073,427655,433004,438219,443858,449178,455174,460854,465910,471328,477492,484940,492179,499564,506671,514225,521853,530025,538425,548170,558578,568069,575407,580563,586266,592559,599707,605988,611496,615860,619001,620336,621106,621197,621130,621326,620900,619975,617127,612073,604851,596946,590193,583902,576447,569760,563003,556352,548057,538800,528816,521150,514887,510416,504209,498412,492670,484934,477199,469241,463068,456903,452509,447943,444596,440055,436392,431354,427778,427064,426943,425809,423143,421893,420216,419006,416034,413170,410094,407960,404134,399112,394139,391714,390275,387331,384440,380705,378791,377719,376776,375733,375976,377352,378629,378678,378364,379494,380174,381290,381408,380512,380443,380252,381470,381999,383670,385457,388042,390426,394299,398336,403138,409013,413609,420000,422575,425659,426691,430774,433824,435585,434418,434120,434251,434919,436503,436551,438858,439796,441975,439399,439600,441630,447049,450686,452744,453539,455003,456556,458441,460314,462270,466639,467962,468507,467296,467841,468837,470335,469938,468870,468556,470311,472680,474238,476447,478364,480022,480924,482591,484377,487694,491729,494500,495476,495571,495140,495776,496760,499291,501709,503075,503940,504108,505310,505080,505473,505889,508733,510602,512295,513053,513162,514099,515119,516585,516784,517116,518156,519095,520147,521291,523150,524973,525464,525613,526634,530109,534544,540855,547871,556525,565557,576362,588371,602539,620522,641050
340,Okaloosa County,FL,Crestview-Fort Walton Beach-Destin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217073,217508,218207,219452,220697,221545,221194,221769,222956,226304,228775,231060,232091,233041,233197,233253,233112,233593,235918,237071,235269,230123,225777,223950,223782,224395,225399,226523,227636,228460,228949,228920,231641,235324,239366,240520,240910,240646,240764,240980,241535,241949,242077,242406,243684,243803,245160,244908,247120,248650,250245,251013,251758,253053,253939,254832,256640,258927,260588,263110,263991,265642,266471,269315,271416,274233,277857,282869,286885,291357,294738,299378,305428,312327,319557,326454,336323,346047,356280,364159,372193,380545,392878,404802,415300,426628,440834,453954,463524,472316,479485,487189,492789,500172,504639,506932,508047,505519,501463,496727,492712,488356,482859,477710,475637,471495,467192,462275,459216,455600,449878,444471,440584,436506,433767,430849,424897,419613,413313,409677,402518,396913,392662,388986,383964,378136,371906,367744,365447,361191,355583,348752,346602,345387,343719,341403,339112,338636,338525,335951,332749,331825,334350,336429,335507,332792,329759,327238,325212,322991,321011,319403,317917,315598,311607,308520,306060,305221,305063,304776,303539,302185,300886,301231,300696,299988,300315,301126,302677,303129,304151,304902,307015,308671,309811,309236,311542,315523,318443,319424,319047,319921,320392,322363,324094,325224,326940,329794,331639,330872,330222,330799,332763,333981,334884,334774,333979,334322,334403,334984,334264,335408,336630,337772,338776,340282,342090,343362,344688,346012,346735,347058,347274,346857,346798,347862,349096,349173,348239,348427,349855,352290,355254,356383,357666,359578,362250,364884,366502,368752,371847,374344,376235,375962,375754,377188,382013,385398,388105,386913,387884,389129,391223,393040,394189,396357,398749,401629,400859,400805,400715,404864,408405,411582,413725,415200,416985,418791,420803,422672,425652,429477,434006,437314,439409,440283,441633,444412,448462,452876,457504,462308,468105,473896,480099,486835,495428,506210,518086
355,Hernando County,FL,Tampa-St. Petersburg-Clearwater,138986,138856,138527,138349,138156,138253,138580,138887,139151,139053,139229,139564,139531,139449,139635,140062,140571,140672,140734,140539,140702,140946,141290,141288,142258,143325,144548,144650,144664,144732,144417,144872,145083,146126,146424,146897,146657,146532,146425,146994,147810,148939,150192,150983,151342,151724,152373,153486,154515,155607,156422,157152,157757,157701,157715,157846,159015,159874,160826,161065,161542,161787,162443,163159,163831,164710,165803,166736,167374,167838,168743,169816,170759,171677,172587,173586,174560,175565,176446,177323,177970,178734,179261,180071,181120,182585,183880,185285,186676,188112,189194,190490,192085,193993,195778,197715,200202,202615,204677,206555,208672,210847,213390,215825,219858,224472,230552,235422,238680,241854,247126,252658,258628,265306,273131,280978,284914,288788,290846,296020,301572,305622,307000,309396,312059,314917,317015,319732,322303,322110,321215,318881,316342,315871,315573,313335,308574,302538,295861,290358,287278,284881,281457,275431,271283,266712,262429,257424,253283,248802,244329,237496,230332,224160,218680,215168,211346,207687,204501,201062,198869,197227,195806,194167,192158,190392,189884,189560,187424,184948,181443,180533,178477,176547,174005,172438,171142,169021,166080,162665,160529,159021,158483,156521,154556,152711,151394,149875,148741,148173,148452,148535,149050,148284,147379,146358,145810,144696,144275,144938,145571,145992,145882,146564,146931,147847,148584,149709,151186,153395,155417,156850,157902,159493,160727,161290,161124,161893,163131,164631,165966,167316,167940,167861,167825,166988,167200,168009,169850,171234,172644,173985,175027,175951,176887,177821,179202,181516,183584,185033,186372,188062,189306,190350,191278,192213,193558,195767,198042,200173,201558,203140,204450,205836,207364,208700,210058,211722,214166,216476,218081,219019,220364,222368,224380,225485,226783,229256,232811,235491,236026,236483,237915,240157,242154,243309,245051,247083,249255,249547,248825,248357,249668,251341,252531,253047,253931,255894,258043,259083,260012,262260,265634,268632,270694,273144,276028,279817,283770,287574,291424,296814,302727,308884,315072,322379,330813
364,Bay County,FL,Panama City,171925,172436,172685,173188,173558,174212,175142,176154,177237,178130,178840,179449,180662,181621,182691,183533,184954,186060,186573,186901,187277,188257,189736,191279,191993,192622,193347,194354,194727,194999,195797,196730,197351,197452,197181,197199,197114,197523,197807,198764,199744,200864,201646,202525,203630,204762,206012,207073,208366,209407,211058,212553,214332,215439,216438,217279,218425,219624,220785,221789,223079,224381,224367,224009,223106,223574,224111,224834,225225,225800,226695,227991,228924,229927,231085,232104,233377,234263,235249,235805,236553,237942,239560,241157,242452,243689,245489,247585,249857,251757,253488,255758,258846,261917,264846,267250,270453,274297,279027,283072,287397,291824,298388,305641,312244,318209,324208,331529,339440,347272,354583,364499,374417,386075,395698,404718,412467,418863,425458,432150,438481,442717,445334,445364,446286,445859,445489,444425,443424,442535,439658,436284,432173,429976,427689,427320,424910,422556,418235,414654,411856,410379,410119,406602,403757,399603,397248,391903,388231,383659,380823,375974,371226,365587,359122,355195,350942,348003,344793,341518,336479,330398,325260,321439,318124,315269,314086,312116,309610,305198,300437,297717,296669,297129,296479,296084,294563,292683,289219,286698,284579,283989,282585,279894,275524,270955,267880,265261,263935,261985,261541,261091,259883,258359,258067,259749,262859,266153,267646,267531,266407,267329,267088,266917,268021,269905,271408,271375,270571,269748,268787,270551,272787,275011,276910,278486,280220,281894,282526,282984,284043,286409,289569,290715,291316,291708,293346,294640,294760,294261,295603,296557,297288,296436,296596,296855,298314,299044,299969,300987,302309,303305,303973,305632,307847,309852,310923,311642,311557,312091,311700,312119,312840,314262,315027,315593,315766,316636,317934,320162,322487,322633,324422,326086,329714,332095,334899,337543,340221,342756,344412,346316,348298,352225,353432,353904,350166,348556,346834,347569,348095,349159,350499,351467,352163,352707,355056,358097,363473,367379,371040,371964,372283,372470,373034,374325,375593,377411,379292,381593,384383,388234,392977,399479,407433,416150,425670
386,Charlotte County,FL,Punta Gorda,164476,164715,164835,165133,165255,165255,165107,164961,164867,164576,164344,164107,164303,164394,164636,164705,165038,165368,165850,166321,166825,167680,168633,169713,170314,170715,170889,171152,171493,172165,173034,173879,174628,175227,175530,175630,175502,175692,176079,176762,177338,178103,178808,179825,180711,181709,182674,183775,185241,186843,188301,189515,190734,191288,191702,191850,192623,193456,195005,196633,198082,199216,200463,201952,203280,204838,206575,208289,209889,211639,213126,214447,215774,217149,218677,220061,221914,223875,225792,228012,230025,232361,234653,237532,240315,243346,246276,249299,251837,254110,256699,259468,262334,265602,269260,273389,277314,280919,284885,288611,292849,297202,302124,306889,312128,315987,319904,322884,327678,333396,341917,351612,360723,369330,377057,385584,394145,402791,410869,417959,423831,428645,427161,426038,427831,434289,437593,437717,435803,434976,433311,431403,428088,421690,414366,404958,395153,383626,375578,369928,365333,358888,350345,341748,333857,330987,331563,332800,330235,325364,319928,313395,307473,301711,299302,297562,295230,289456,282886,276527,272139,268405,265079,262887,259837,257268,254051,252160,251600,253089,253970,253662,252875,252527,252348,250555,249517,248286,246381,242847,239088,235038,232018,229765,228819,227697,225877,225112,224144,224143,224536,225540,226124,226465,226808,227927,228283,229078,230022,231218,232059,233234,234858,237431,239878,242478,244473,246467,248286,250244,252856,255758,259547,261880,263816,264418,265100,265799,267390,268712,270450,271308,271946,271948,271953,273107,275384,278301,282142,284400,285704,286530,288030,290798,293185,296409,299168,301824,303126,304290,304779,307434,311159,315116,318055,319920,322128,323492,325406,327106,328648,330058,330886,332344,333500,335008,336205,337493,339423,341327,342115,342953,344636,346346,348924,348754,348406,347655,349047,351098,351737,352635,354833,356448,357211,358147,360135,363695,366108,367509,366661,364700,363955,363890,364065,364032,364816,364968,364784,362857,364596,365870,369826,371709,374497,376569,379548,383792,388388,394282,400746,409479,416905,426531,435910,449014,462666
410,Santa Rosa County,FL,Pensacola-Ferry Pass-Brent,163979,165375,167683,170942,173733,174978,175923,176353,176724,177027,177525,178162,177777,177319,174751,173411,172447,173573,174892,176549,178124,179448,180345,180677,182676,184510,187132,188183,189008,189614,190042,190577,190848,191100,191007,191122,190489,190312,190870,192254,193670,194414,194914,195299,195747,196483,197428,198364,199243,200112,201297,202534,203871,204537,205138,205469,205864,206142,206825,207599,208627,209273,208322,207034,205813,206220,206917,207544,208268,208788,209176,209504,209854,210354,211326,212541,213620,214251,214724,215399,215912,216659,217404,218588,219641,221116,222905,224927,226850,228197,229032,229959,231321,233244,235525,237692,240254,242264,244979,246976,249137,251683,255692,260869,266484,272060,276602,281307,286810,293565,298822,304633,312055,321457,331509,340291,347077,352400,358983,365188,368661,369827,373126,377123,379081,378484,376016,372813,370212,368558,366678,364549,363458,362455,360160,357211,355088,352474,348677,345591,341784,339027,335250,331864,326392,323341,321286,320211,315617,310460,307159,304367,303446,299973,297742,294892,295467,293368,289333,283948,282671,283555,283372,281754,279586,279577,279432,278889,275897,275048,275767,276857,276408,274588,273356,272448,271569,270671,268308,266297,265579,264402,262115,259322,256998,255640,254198,253377,252476,250468,249920,249856,249766,248393,248427,249612,250841,251221,251430,251856,252032,253154,254317,255826,257152,259517,261349,262743,263657,265139,267171,268848,270550,271510,272805,273214,273420,272610,271757,271303,271609,271275,270617,270587,270666,271064,270256,270632,271530,274033,275981,277391,277244,277515,277714,277660,278021,278274,278874,278620,278325,277583,277341,276948,278287,279961,281862,283482,285056,287168,289084,291001,293529,295684,297935,299800,301908,303888,305645,307189,308809,310190,312037,313579,313659,314787,316238,319271,320448,321528,322685,324171,325059,325984,327042,329282,331467,333320,334501,335428,336824,338178,339431,340758,342281,343894,345490,346532,348709,350532,352789,355279,357862,360570,362846,365990,369909,374159,378734,383735,388735,394605,401090,407880,415574,424065,433885
426,Martin County,FL,Port St. Lucie,249670,249201,248655,247640,246734,245881,245109,244401,243981,243710,243658,243653,243987,244336,244969,245676,246538,247444,248395,249326,250060,250716,251416,252352,253032,253418,253446,253437,253460,253823,254314,255110,255912,256826,257270,257468,257474,258237,259401,260748,261836,262648,263551,264338,265096,265833,267057,268409,270075,270971,271607,272295,273410,274696,275628,276465,277675,278961,280209,281331,282446,284157,285795,287353,288736,290278,292231,294375,296336,298692,301026,304152,307295,310602,314288,317829,321344,324853,328862,333159,337891,341543,345981,349176,354213,358610,363430,367550,373186,378796,384331,388549,393329,399309,405726,413321,418871,424658,429709,436894,442801,449786,456133,464807,474429,484507,493209,500023,508507,517813,528732,540014,551474,562429,573140,583263,589381,595522,602099,613665,621250,628784,634566,640340,645435,647070,648042,647465,647490,645046,640116,632724,626233,618350,605680,590994,575376,566291,557740,550230,541565,535403,530475,521960,512819,504097,503186,502116,501639,494982,489382,483309,480531,473043,464984,457888,452420,447736,440729,434526,427163,421281,415254,409541,402609,399171,396390,395265,394938,394835,393262,390606,388631,388629,388348,388639,387600,385473,383242,380979,378109,373531,369260,366495,365420,363492,361239,359220,359026,360103,361166,361004,360405,360335,361778,362386,363372,364263,366211,365350,363174,360325,360544,362977,365751,368225,370628,374279,377201,380254,382480,387001,393815,400554,403576,404445,405236,408600,410449,412194,412698,413263,414595,416608,417347,419366,422295,426072,429648,431325,434887,437402,441422,444413,447238,448958,451433,452803,454588,456430,459852,464028,466434,468497,469855,473164,476021,479523,482187,483980,485411,487716,489166,490275,491582,494400,497128,498738,500460,502054,503920,506125,508068,509380,510481,512484,515053,516922,518627,520596,522686,524961,526270,528901,530947,532638,535113,536163,536635,535573,535203,534622,533975,532784,532990,533603,536543,540902,544110,545338,546703,549282,552601,554726,557747,562518,568541,573661,578294,583186,589872,599966,611416,624169,637536,653705,670935
435,Citrus County,FL,Homosassa Springs,148019,147820,147713,147583,147552,147390,147204,146803,146677,146512,146630,146719,147209,147852,148493,148791,148808,149054,149217,149739,149982,150379,150738,151098,151089,150740,150410,150257,150576,150829,151389,152039,152617,153083,152967,153104,153119,153516,153798,154251,154603,155328,156126,156681,157277,157956,158902,159636,160193,161008,161841,162980,163871,164677,165316,166032,166775,167620,168594,169669,170995,172415,173870,174846,175595,176302,177206,178190,179106,179885,180689,181630,182625,182953,183148,183476,184392,185462,186239,186983,187880,188970,190090,190911,191882,193046,194259,195523,196768,198004,199156,200252,201384,202416,203500,204813,206290,208179,210535,212736,214950,216769,219277,221656,224125,226705,229674,232854,236300,240098,244436,249276,254830,260407,266309,272579,279968,287668,295142,302050,307276,310970,314136,317966,320168,323054,324595,327031,327637,327092,326033,325215,326295,327720,326825,323995,321353,319239,316816,313154,309515,306651,303587,299523,294484,289594,287111,284988,283349,280078,276890,272686,268265,264234,259960,257130,253790,251630,247476,243465,238993,235936,233737,233071,232451,231392,230962,230112,229478,227193,226206,225129,224385,222921,220933,218257,215532,212682,209665,207155,205029,203865,201956,200595,199144,197852,196184,194491,193271,192261,191081,189229,187471,186244,185829,185170,184587,183348,182770,182728,183397,184491,185638,187162,189418,189837,189644,188125,187144,187839,189435,190801,190873,190282,190069,189345,187032,186705,187084,189585,191077,191829,191454,191067,191131,191529,192609,194337,196910,198069,199144,199904,201481,202490,203291,204050,205484,207216,207812,208254,208490,209776,210741,211861,212479,213490,214830,216985,218523,219162,220024,220951,222653,224436,227154,229016,231236,232942,235150,236338,238103,240795,243693,246117,248027,249577,250381,251143,251922,253450,254836,256866,258235,259399,259731,261154,262339,263245,263138,263481,264051,265157,265155,265282,265439,266806,268359,269067,269704,270909,273028,275133,277157,278465,281433,284641,288992,292020,295670,299967,304966,310193,315844,321831,328323,335622,342759
445,Indian River County,FL,Sebastian-Vero Beach,221605,221770,222191,222641,223236,223480,223959,224208,224566,224855,225196,225513,225905,226458,226837,227444,227773,228499,229045,229976,230854,231783,232844,234018,235055,235771,236174,236646,237392,238355,239145,239811,240438,241044,241261,241330,241512,242147,243125,244079,244785,245529,246185,247073,247701,248796,250147,251702,253282,254785,256378,257868,259596,260758,262614,263973,266086,267449,268809,269945,271354,273073,274626,276068,277371,279419,280993,282871,284431,286814,289392,292056,294403,296413,298615,301267,304029,306147,308188,310122,312319,314487,316749,319358,322118,325289,327952,330347,332345,334703,337390,339845,342738,345726,349373,353089,357084,361248,365425,370180,375332,381385,387560,396103,404967,412814,420056,427695,436129,443742,452592,461586,472258,483762,497388,509011,517649,526820,535265,544091,550267,557027,563285,569707,574125,574631,571037,566282,562980,559013,555630,551212,547519,542802,536386,528451,520077,512950,505862,498722,492676,487844,480672,469675,459301,451124,445288,439103,431564,424600,418172,412115,403852,394814,387428,383675,378811,371879,364537,358183,353883,348476,344635,341459,339765,338232,338119,337137,338095,337890,337918,336677,335966,335312,333153,330211,327580,324391,319756,315401,310939,308917,306365,304156,301113,298970,297027,295556,293958,293553,293252,292684,291652,290865,290289,290919,291350,292342,293130,293684,294674,296187,298249,301636,304413,307335,309887,313158,316238,318835,322222,327133,330917,333330,334759,335745,337555,338644,339988,340519,341893,343147,344330,343995,344958,346518,349085,351285,354226,357233,360259,362418,364911,368086,370970,374457,377400,380505,384441,388000,389699,390480,392049,395237,398027,399614,401842,404351,407570,410781,411504,412366,414099,417763,420795,422210,423883,426486,429158,431305,432321,433208,434941,437810,441645,445156,447827,450088,451560,453424,455480,456969,458536,459519,463054,464487,465014,461997,461121,461659,463042,463268,461713,461595,462498,465090,465765,463934,463101,467577,473026,478238,478670,481404,482168,484299,485386,487494,490284,496596,503201,508250,512630,517638,527379,536973,550468
587,Highlands County,FL,Sebring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102415,104163,105530,107879,109553,110937,112437,113551,114588,115484,116626,117583,118338,118312,118204,118389,119374,120470,121620,122850,123908,124692,125282,126003,126648,127240,127691,128344,128905,129579,129357,129723,130104,130933,131057,131290,131980,132905,133850,134679,135775,136986,138568,139759,141186,142607,144236,145554,146886,148609,150581,152819,155001,157120,158994,161184,163815,166718,170206,173552,177069,180186,184347,188664,192929,197428,203619,209978,215534,220075,225119,231656,237464,242938,245955,249223,253364,258142,261410,264353,266987,270957,272566,271646,270002,268390,267570,265716,264036,261737,259733,257085,254382,250014,244787,240158,235248,230943,228810,227744,225909,222835,219487,216318,212806,209811,208895,210224,211688,212292,209597,206121,202654,199840,197228,193996,192755,191567,190739,187443,186148,185231,185505,185138,183903,182482,180615,179247,177001,176010,174985,173986,171351,168347,166063,164024,163474,162828,162386,162377,161980,160291,157645,156021,155268,154986,154049,153154,151413,150495,149815,149083,148269,147838,147923,147865,147774,147765,147768,148418,149055,149908,150823,151618,152125,152563,153130,154418,155256,155964,156998,157525,158381,158412,158609,159296,161190,163884,166435,167474,167687,167844,167805,168690,169917,171674,173196,173936,174188,173204,172145,171876,173520,175368,177947,179564,181339,182552,183634,184937,185802,187036,188656,191073,192740,194023,194281,195093,194746,195062,195803,197010,198382,200109,201750,201946,202160,202650,204152,205306,207462,209146,210201,211103,212636,214351,215531,217270,218700,219886,220314,220694,221323,222036,223295,224075,224405,224648,224954,225707,226237,227318,229087,231197,232775,233841,235070,237107,239585,242191,245369,248578,252574,256642,260807,265287,270439,276679,283276
