SizeRank,County,State,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
604,Flagler County,FL,140705,140295,140126,139760,138524,136884,133794,131713,129456,128016,126540,125718,125432,124913,124311,123309,122341,121728,122638,123995,125387,126173,126695,126711,126002,125673,124791,124559,126509,128861,131689,131853,132731,133424,134561,134957,135726,136434,137430,137563,137275,137394,138064,139113,139641,139489,139954,141480,143260,144427,145487,146497,146688,146206,146093,147814,150449,153592,156329,158830,160522,162760,164909,168045,170569,173422,174582,176538,177630,179543,180408,181176,182258,183338,185254,186488,188508,190034,192616,193696,194959,196186,198381,200567,202957,206002,209224,212893,216331,220485,224371,228420,232640,235875,238367,240818,244006,247254,250093,252469,255131,257676,260608,263745,267172,271138,276376,281995,287213,291697,295504,300485,305974,312014,318301,324893,331004,336719,341576,346057,350463,354848,360714,364730,367976,369613,370193,369979,368261,366798,365807,365921,365407,362611,358812,355585,353277,350119,346470,342338,339888,336276,332214,324954,317331,312836,308794,305812,300336,295790,291400,286114,280407,274902,269461,265365,262107,257789,252907,246487,241454,237194,233296,230885,227235,224866,221620,219026,215772,213285,210778,208188,205179,201653,198642,195221,193785,191654,190879,190767,190588,188933,186367,184872,184491,184357,184088,184058,183453,182132,180378,177277,175208,174404,175429,176318,176410,176787,176852,177247,176931,177633,178302,179416,180245,180994,181838,183192,184882,186885,188630,189514,190640,192416,194707,197674,200386,203111,204524,204881,205027,203939,203945,204884,207243,208203,208286,207983,207898,208377,209677,211180,213140,215476,217735,219281,219734,221040,223244,225255,227327,227392,227584,227973,228799,230434,231397,232445,233467,234353,235244,236434,237285,239185,240619,242303,243259,243055,242961,243587,244740,245883,246347,246368,246309,246732,247386,247482,247909,249220,251121,252474,252887,252637,252823,253509,255293,256807,257771,258707,258828,259533,260006,260303,260522,260461,260794,261369,262187,261827,261863,261610,262967,262622,261748,260920,261582,263623,265796,268233,270670,274753,279555,285593,291709,299869,309714
614,Sumter County,FL,147027,147168,147592,148345,149622,150853,151710,151989,151873,151232,150956,150698,150489,149749,149056,148473,147906,147344,147595,147775,148117,148114,147903,146941,146149,145718,145277,144490,143216,141091,138759,136789,136048,136319,135099,134107,132617,133381,133721,134534,132619,132565,131400,132557,131511,131414,133497,137509,141106,141107,141120,141050,146041,148756,151260,149719,151006,151427,150937,147500,146794,147370,150461,152129,152784,152454,152774,155409,157584,158923,159599,160425,161481,162752,162707,163036,161781,162516,162965,162170,160529,159545,160155,161464,158250,156107,153769,154529,154852,154668,155005,156682,158850,160706,161010,161553,164846,167588,169974,170199,170680,171826,172139,172620,172207,172702,174263,176513,179436,181594,184396,187593,192291,196165,201245,206195,212649,217939,222330,225315,227442,230273,232510,234828,236241,240262,243565,247643,249021,249696,249878,252123,254923,256576,256774,256544,255557,252229,248279,241849,236720,234051,232951,230932,225559,220841,217509,215927,213236,208470,204442,202101,201848,200491,199262,196459,195714,195363,193912,189599,187463,188117,188738,187382,184005,181290,177278,172952,168274,163857,162855,162889,163323,162821,161536,160293,160053,159710,160724,163471,168005,170163,168527,165562,162244,159673,156475,155848,155056,155695,154808,153217,150800,151763,153500,156597,158222,162112,167573,172319,173425,170809,169391,170499,175680,178482,182444,185436,192956,195742,199830,199211,204246,211915,220905,227276,223778,220684,217322,217491,212126,207723,203312,205142,206738,206642,204373,200898,201110,203877,207172,210826,214413,218939,219858,219772,217643,217395,217582,220189,224206,225568,224797,220523,218208,216691,218859,220275,221137,223496,226462,229460,228665,228269,228591,230434,231730,232875,232900,232834,233109,230791,228454,224438,224642,224709,226163,226670,228611,228833,230933,231575,234186,234708,235012,237642,240729,244571,246417,248371,251204,253034,250074,245191,239865,238604,237444,236495,238365,241829,245310,244844,238381,234202,231483,233615,233429,232965,232596,231572,227907,223136,219312,218680,221753,224044,227130
728,Putnam County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56457,56581,56769,57135,57635,57951,58374,58736,59190,59323,59106,58889,58887,59145,59261,59089,59119,59460,59994,59996,59997,60290,61207,62169,63026,63699,64535,65656,66174,66507,66309,67190,67927,68943,69937,70799,71295,71680,72148,72949,73308,73939,74333,75091,75732,76639,77083,77939,78916,80128,81153,82519,85205,88175,92251,95010,98079,99884,101791,102831,104969,107557,110649,112659,114446,116050,117172,118484,119604,121162,123313,126871,129633,131296,131868,133162,134324,135186,135696,136410,136399,136278,136224,136143,136453,136981,138057,139149,139605,139834,139785,139620,140968,142658,143629,142671,140298,138375,136331,133998,131646,129902,128597,127440,125432,123449,121265,119541,118354,117029,115730,114546,113635,112499,111261,110196,109298,108391,107658,107270,106883,106458,106072,105712,105114,104565,104000,103410,102719,102132,101534,100982,100529,100264,100066,99873,99816,99695,99607,99548,99526,99530,99635,99906,100213,100543,100900,101258,101763,102367,103130,103842,104725,105573,106575,107396,108354,109248,110283,111526,112794,114139,115309,116485,117512,118465,119233,119951,120556,121237,121917,122666,123470,124165,124998,125751,126594,127118,127748,128540,129452,130091,130541,130719,130483,130392,130020,130407,130185,130437,130394,130412,130759,131286,131811,131998,132166,132176,132091,131385,131663,132251,133072,133340,132934,132606,132451,132586,133047,133426,134871,136240,137008,137050,137143,138530,139899,141601,142643,143780,144751,146175,146458,146370,146161,146889,148137,148730,149545,149064,149673,151141,153159,154279,155453,157538,160704,162705,164400,164686,165154,166659,168484,169769,170464,171816,173707,175332,176473,178475,180645,184292,187971,191726,195070
736,Nassau County,FL,144754,144871,144955,145128,145609,146114,146562,146635,146754,146998,147402,147722,147410,147051,146741,147290,147895,148698,149441,150306,151077,151903,152820,153965,155604,157125,158651,159504,159897,160027,160381,161283,162527,163652,164415,165161,166961,169476,172367,174227,174874,175489,176703,179249,181644,183952,186314,188730,190595,192368,194142,196998,203943,211024,217344,220316,223682,227296,231077,234621,238670,242248,245809,249151,250761,253295,256335,260026,263411,267013,270931,274199,276257,278684,281325,284184,286534,287749,289016,290860,292461,293647,294489,296599,298946,301476,303655,305884,306502,307759,308543,311390,313930,316953,320036,322938,326198,329171,331842,334003,337014,339670,343028,345523,349151,352807,356928,360904,364997,368895,373560,379093,385285,392829,399874,406721,412402,417844,423149,427269,431644,436894,441301,446476,451084,456375,459741,462686,465328,467887,469283,471029,471041,470938,467832,466911,466416,465928,465228,464471,464620,463294,460744,459314,458181,455527,458961,455212,450243,438479,431601,424215,416294,409505,404359,398693,392759,387402,379948,374423,369404,366639,361995,357883,354255,351027,347682,344662,342135,339862,337172,335241,333225,332023,330521,328870,326884,324146,321690,318757,316371,314040,311866,309747,307910,306908,306179,305465,304849,305174,305179,305460,304864,304472,303387,303232,303336,304116,304068,304332,305024,307854,310954,315166,317583,320224,320043,322275,324712,328774,330234,330864,331307,326921,324070,323850,328506,331063,336397,335482,334201,326857,326537,326554,327084,328501,328174,320451,312141,305543,303612,302183,300734,302629,303000,304773,305859,307219,307737,310408,310683,312330,312129,314780,316187,317570,317228,316473,315867,316663,318338,320921,323920,325621,326713,327298,329815,332073,334939,337074,338797,339823,341362,344303,348935,353171,356105,357841,359692,362317,364732,367211,369609,372342,374820,376948,377831,379215,381629,385526,388312,389586,390029,391042,392266,393620,395007,396900,398813,400899,402328,402617,403257,403473,405220,406476,409281,411994,415130,418300,422325,426761,432185,438825,446483,456040,465799
738,Monroe County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410130,410469,411055,413262,416245,419076,421185,423518,426724,429458,433208,437346,442102,446192,450448,453626,456177,458683,462289,465248,466927,468618,469015,469004,469036,471183,472859,473305,472479,472452,473103,474165,474955,477232,478723,479390,477490,474656,473461,474749,477870,479934,480171,480071,480491,480613,481283,483892,487419,492386,494369,495353,493248,492957,491859,492127,491659,492580,493659,495263,497326,496984,496744,494835,495725,494959,496397,497396,499504,501250,503379,505252,507424,511769,517801,526008,534138,543895,553784
777,Columbia County,FL,39472,39669,39731,39899,39880,39885,39934,40136,40328,40335,40320,40284,40435,40380,40504,40708,40845,40892,40938,41253,41467,41656,41827,42100,42276,42575,42808,42959,43704,44582,45221,45065,45145,45759,46421,46986,47336,47834,48029,48082,48020,47958,48316,48645,48869,49051,49367,49720,49943,49724,49826,50068,50530,50806,50896,51258,51663,51796,51915,51880,52188,52828,53604,54272,54508,54781,55137,55451,55678,55951,56132,56534,56799,57274,57659,58168,58503,58971,59294,59672,59841,60192,60773,61245,61659,62130,62796,63611,63992,64199,64294,65039,66648,68322,69569,70394,70944,71143,71027,70094,70457,71184,73523,75585,76792,77139,77125,77938,79589,81003,82775,85752,88339,90624,90778,90108,89254,88812,89256,90155,91930,93918,94154,93450,92278,91992,91254,91348,91544,92811,94194,95081,93561,92189,92901,94407,96903,97940,100160,101317,103164,104343,104825,104130,103954,103389,102311,101133,99280,97768,95510,93518,91607,89903,88630,87547,87051,86826,86234,85105,83722,82754,82527,82481,82190,81314,80480,80098,79586,78998,78440,78103,77821,77354,76867,76367,75908,75297,74489,73711,73143,72819,72331,71838,71591,71502,71066,71018,70666,70781,70825,70861,70671,69882,69568,69320,69164,69104,69313,69278,69407,69573,70105,70539,71081,72256,73408,74595,75378,76106,76754,77461,78173,78838,79443,80204,80873,81271,81585,81974,82560,83068,83509,84113,84776,85501,86016,86504,87291,88065,88675,89040,89578,90374,91095,91667,92205,92731,93352,93955,94191,94477,94749,95480,96347,96891,97670,98108,99015,99634,100576,101294,102351,103263,104395,105106,105237,105273,105376,106138,106489,107099,107106,107472,107474,108156,108743,109521,109963,110629,110979,111242,110892,110571,110447,110762,110806,111784,112545,113677,113644,113789,113990,114152,113848,113644,113673,114249,114370,113414,112024,109286,108119,107905,110681,113419,116488,118631,120762,122235,124243,126495,129274,133120,136363,138609,138174
909,Walton County,FL,210577,210971,211192,211599,212012,212630,213550,214455,215397,216381,218000,219696,218775,217600,216354,217702,218737,219698,220542,221432,222444,223530,224413,225479,230118,235050,240517,243116,246032,248575,251035,253608,256230,258798,260732,262197,265084,267625,270865,272795,275365,277840,279266,280785,281988,283432,283776,284272,281278,278879,274002,272100,269221,267244,265658,264146,262854,261166,259846,259170,258741,259841,261671,262097,261433,260093,260163,260259,261020,262198,265915,269299,272882,271540,270217,269422,272566,275532,278420,280936,282567,283440,283179,283095,283664,286936,291766,297397,300470,304360,307705,311375,314504,318519,323054,329221,334690,341115,346055,349637,353062,356826,362922,370089,380510,390170,398950,405313,414391,424360,431721,438485,445293,456511,467208,476597,482482,490531,496682,501893,499427,493701,493903,498206,504787,499303,488675,478671,471644,464017,455746,450167,450210,452856,453103,449958,442006,436649,432909,432422,430610,428376,426552,422054,415144,404217,394152,380581,373039,368600,368755,363001,355965,347335,340108,334641,331262,329404,327643,332415,335795,336542,331022,327193,324576,323382,321563,319655,317758,317357,315965,312216,306854,304731,304397,304344,303408,302431,302097,301919,299756,296493,292174,288522,285237,280805,277515,275314,274432,272530,270482,267936,267579,268415,270663,273157,274223,275938,277109,277864,278734,281670,285282,288914,291073,292354,293931,295138,299206,303348,308263,313278,316727,319049,321897,325438,328276,330099,332099,335144,336615,336583,336075,335255,336168,337504,337931,337778,339302,342551,345453,346375,347435,349588,351826,354823,357136,359461,359964,360158,360384,361108,361557,362166,362785,362864,363080,362895,363185,362766,364218,366325,367770,368114,369015,370529,371711,373167,374877,376882,377570,379136,381149,383355,385324,386344,386804,387411,389242,391859,394736,396685,399390,401083,401621,402256,403712,407434,410163,412117,412991,412978,411903,411709,411620,412627,413927,416356,419394,420144,421866,423289,425679,426370,426610,426975,428700,431702,435802,440051,444793,451821,460123,470579,482299,497671,516212
981,Jackson County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48910,49298,49578,50018,49507,49153,48509,48939,48827,48858,48222,47108,46625,46137,46324,45764,46277,46576,47494,47299,47451,47406,47976,49140,49616,49626,48737,48764,49177,49647,49575,49104,49291,49653,50301,50960,51225,52052,52557,53414,53631,53781,54401,55166,55798,55965,56531,57622,58926,59586,59942,60347,61191,62066,62777,63598,64311,65275,66075,66389,67081,67972,69590,71319,72941,75047,76581,78557,79988,81686,82366,82766,82871,83564,84228,83891,82498,80953,80215,79777,79576,78796,78587,78316,78101,77305,76364,75614,75976,75616,75218,73795,72798,71940,70734,69591,68538,67405,66119,64869,63608,62859,61756,61093,60023,59170,58704,58417,57663,56688,55681,55102,54370,53803,53471,53082,52712,52241,51818,51422,51162,51289,51497,51334,51048,50208,49460,48709,48484,48143,47691,47213,47231,47155,47100,46792,46658,46971,47229,47493,47145,47017,46959,46910,46473,46026,45663,45979,46478,46801,46931,47039,47729,48426,48857,49129,49443,50162,50891,51285,51274,51395,51844,52654,52840,52981,52957,53403,53740,53728,53709,53776,54209,54668,55060,55181,55695,56064,57265,57831,58684,59327,59785,60428,60785,61497,61832,61695,61482,61580,61797,62120,62227,62540,63465,64020,64638,64199,63894,64197,64513,65003,65166,66026,67008,67516,67456,67406,67623,68420,69689,70838,72136,72746,72714,72072,71466,71624,71053,70718,70201,70282,70268,70418,71051,71814,72621,72793,72581,72244,72401,72661,72759,73043,73296,73274,72115,71005,70309,70809,71451,72069,73343,74666,76151,76639,77082,77839,79212,80574,81667,82140,82610,82948,82568,81968,81262
1158,Levy County,FL,78938,79033,79115,79224,79335,79245,79162,79115,79311,79501,79730,79968,80258,80342,80475,80594,80880,81210,81668,82192,82601,83060,83551,84089,84756,85549,86229,86807,87120,87975,88762,89387,89569,89807,90015,90190,90048,90156,90353,91095,91961,92567,92909,93301,94017,94593,94972,95456,96138,97027,97540,98047,98448,99221,100063,101045,102264,103516,105532,107291,109158,110138,111844,113151,114590,115319,116420,117587,118589,119728,120491,121502,122580,124164,125534,126857,128091,129583,130852,131721,132594,133407,134468,135196,135941,136742,138109,139788,141826,143577,145137,146134,147732,149587,151648,152824,153971,155753,159262,163404,166898,169385,171657,176461,179885,183284,185229,190546,196472,201828,201675,198970,196831,199039,203384,206983,211054,215854,220766,223805,224035,223925,225324,229539,234085,236415,235389,233433,231738,228340,224852,220740,219789,218814,218570,217259,215076,211890,210527,208700,206891,203270,200070,196854,193722,190381,187075,183681,180236,177379,174157,171019,167693,167296,167381,167506,165449,163749,162150,160539,159066,157242,155222,153413,151880,149683,147405,145401,144565,143791,143221,142747,142215,141669,141178,140841,140327,139701,139016,138170,137233,136271,135244,134352,133710,133468,133522,133334,133192,132956,132825,132744,132934,133151,133408,133393,133579,133584,133827,134104,134717,135205,135747,136405,137128,137772,138668,139893,140893,141904,142396,143294,143952,144996,146157,147216,147803,148332,148824,149593,150169,150705,151403,152349,153379,154285,154578,154978,155896,157140,157965,158186,158780,159688,160825,161044,160743,160340,160510,161110,161419,161337,161530,161629,161874,162059,162372,163092,164160,165278,166638,167320,167857,168608,169149,170759,171538,172508,172538,172923,173644,174426,174283,174149,174654,175442,176275,176325,177259,177417,177820,177412,177068,176716,176782,177179,177426,177479,177856,178023,177975,178062,178741,179945,180816,181350,181695,181992,182238,182392,182404,182614,182453,182553,182862,183673,184652,185523,186612,187679,188805,190110,191453,192988,194895,196811,198369
1173,Okeechobee County,FL,51040,50776,50704,50599,50838,51132,51608,51942,52108,52191,52295,52533,52323,52047,52103,52223,52394,52372,52705,53133,53649,54080,54562,54811,55574,56905,57861,58873,58826,58919,57761,56859,56214,56133,56049,56052,56222,56322,55968,55285,54895,54750,55128,55527,56152,56488,56612,56750,56854,57126,57611,58406,59197,59863,60367,60784,61009,61315,61839,62425,62993,63306,63858,64301,64893,65314,65860,66425,66842,67412,67914,68462,68825,69392,70049,70787,71369,72000,72626,73159,73791,74092,74657,75106,75886,76561,77070,77485,77755,78151,78496,79084,79906,81143,82201,82990,83463,83840,84301,84669,85513,86262,87472,88345,88959,89049,89270,90081,91232,92552,93926,95715,97670,99928,101883,104180,106441,108833,110780,112398,113832,114955,115955,116702,117291,117493,117208,116967,116798,117016,117010,116885,116503,116269,115864,115402,114327,113110,112486,111695,110860,109184,107688,106059,104411,102586,100855,99013,97353,95835,94243,92372,90462,89012,87940,86914,85825,84850,83850,82832,81841,80733,79410,78290,77337,76411,75336,74462,73691,73002,72311,71773,71194,70675,70290,69944,69503,68999,68555,68017,67619,67250,66936,66561,66248,66082,65964,65863,65745,65778,65843,65932,65936,65823,65790,65776,65894,65979,66090,66250,66521,66850,67129,67427,67768,68275,68807,69366,69838,70234,70593,71001,71468,71671,71975,72325,72903,73461,73924,74459,74888,75402,75846,76306,76786,77477,77981,78475,78945,79376,79842,79966,80496,81077,81886,82479,82992,83394,83807,84139,84426,85205,85885,86833,87148,87850,88538,89400,90130,90758,91238,91688,91138,90016,89047,88950,89529,89385,89019,88443,87930,87801,88418,89316,91333,93075,94799,95198,95344,95639,96043,96642,97406,97703,97295,96523,95977,95975,96353,97215,98002,98788,99287,99863,100224,100246,99474,98509,98167,98106,98545,98642,99854,101474,102834,103385,103041,103221,103763,104063,103006,101029,97996,94822,90487,85568,80560
1191,Hendry County,FL,49285,49451,49509,49421,49147,48870,48821,48851,48869,48985,49031,49174,49143,49039,48973,49174,49716,50203,50692,51026,51397,51359,51555,51702,52365,52797,53136,53453,53738,54094,53858,53775,53727,54218,54453,54565,54253,54208,54111,54033,53759,53704,53935,54117,54253,54317,54535,54799,55126,55360,55667,55965,56394,56771,57275,57848,58371,58785,59139,59627,60173,60689,61207,61700,62254,62803,63316,63768,64160,64600,65081,65637,66150,66779,67294,67839,68324,68862,69424,69847,70248,70637,71236,71598,72011,72194,72702,73238,73911,74424,74848,75536,76505,77601,78317,79125,79917,81388,82705,84095,85098,86251,87557,88805,90040,91179,92813,94507,96451,97966,99546,101246,103490,106069,108412,111070,113482,116020,117915,119701,121189,122186,123184,123872,124696,124907,125034,124993,124995,125013,124900,124679,124305,123992,123567,123168,122151,120948,120106,119059,117924,116075,114309,112493,110605,108851,106934,104978,103021,101527,99752,97840,95838,94350,93188,92055,90939,89887,88881,87691,86564,85264,84136,83113,82286,81485,80747,80091,79519,78940,78369,77990,77602,77156,76753,76345,75843,75162,74388,73605,72871,72266,71783,71366,71059,70897,70703,70486,70303,70194,70113,70113,70132,70070,70004,70018,70128,70194,70250,70368,70642,71050,71558,72046,72575,73254,73936,74513,74938,75548,76187,76860,77399,78010,78541,79155,79733,80175,80611,81189,81932,82537,82965,83607,84340,85005,85806,86450,87243,87971,88646,88975,89140,89337,90001,90613,91068,91245,91398,91646,92002,92181,92619,93073,93800,94538,95168,95358,95637,96058,96290,96639,96390,96647,96547,97029,97440,97824,98020,98495,98987,99718,100232,100954,102439,104000,105454,106004,106168,106360,106617,107176,107711,108019,108434,108120,107117,105809,105239,105638,106106,106376,106522,106766,107066,107418,107839,108455,109294,109782,109941,109781,109949,110473,111088,111654,112102,112578,113061,113752,114522,115747,116973,118211,119320,120329,121421
1305,De Soto County,FL,58028,57982,57933,57839,57750,57814,57874,58045,58004,57944,57726,57614,57821,58105,58473,58626,58793,58630,58464,58472,58610,58783,58899,59138,59169,59076,58837,58693,58578,58695,58866,58452,58365,58280,58712,58672,58175,57747,57396,57518,57630,57784,57947,58301,58494,58683,58747,58990,59491,60001,60542,60893,61268,61620,61969,62410,62834,63279,63715,64266,64963,65565,66147,66622,67147,67670,68204,68758,69279,69807,70322,70825,71303,71879,72518,73231,73900,74586,75251,75773,76259,76717,77331,77977,78663,79294,79918,80510,81204,81874,82548,83327,84346,85561,86548,87493,88399,89855,91406,93044,94283,95611,97166,98947,100662,102237,104170,106247,108469,110254,112086,114090,116655,119462,122048,124953,127717,130570,132713,134717,136606,138132,139479,140540,141848,142850,143386,143502,143402,143476,143310,143053,142597,142266,141841,141317,140091,138415,137447,136183,135043,132866,131010,129074,126982,124773,122404,120105,117788,115889,113699,111437,109121,107342,105925,104448,103079,101879,100804,99545,98380,97037,95680,94469,93422,92565,91585,90821,90127,89470,88847,88279,87692,87084,86588,86158,85639,84923,84257,83437,82677,81955,81244,80678,80171,79926,79668,79407,79176,79032,78846,78810,78772,78687,78654,78671,78819,78896,79055,79234,79557,79958,80463,80957,81542,82185,82889,83560,84188,84850,85417,86065,86591,87092,87569,88082,88602,89107,89557,89984,90439,90908,91446,91988,92575,93248,93910,94622,95173,95737,96347,97068,97823,98518,99289,99988,100753,101416,102121,102766,103537,104377,105297,106181,106987,107824,108618,109463,110248,111074,111899,112747,113645,114509,115272,116033,116824,117647,118426,119212,120068,120970,121832,122676,123491,124387,125263,126055,126806,127548,128345,129197,129961,130617,131109,131582,131996,132345,132722,133210,133582,133949,134293,134960,135691,136494,137307,138097,138857,139175,139405,139648,140125,140698,141355,141962,142555,143013,143603,144267,145027,146185,147443,148694,149883,151063,152253
1415,Wakulla County,FL,56248,56450,56759,57296,57763,58086,58200,58437,58570,58785,58454,58173,57666,57590,57453,57633,57814,58088,58564,59224,59903,60448,61667,62872,64302,64892,65386,65717,66088,66764,67318,67961,68736,69599,70309,71003,71440,72311,73243,73591,74268,74609,75832,74983,74519,73935,74118,73985,75144,77007,78927,80167,80779,81421,81544,82804,83752,84864,86015,87603,88430,88620,88751,89752,91716,93794,95630,97470,99339,101209,102283,102656,102754,103089,104005,105133,105837,106427,107398,108250,108991,109540,110452,111834,113235,114516,115364,116165,117002,118006,118878,119958,121151,122741,124102,125647,127233,129604,132051,134472,136216,138178,140456,143209,146384,149496,152919,155894,158885,161525,164322,167381,171256,175566,179836,184397,188385,191786,194123,196295,198813,200722,202546,204291,206416,207721,208397,207776,207758,207904,208963,210397,211346,212173,212310,212475,212001,210769,209422,208909,207460,206047,204210,202487,200841,198279,195930,192553,188964,186122,183454,180491,177577,174767,172302,169641,166622,164288,162023,160206,158092,155794,153525,151695,150036,148534,146982,145816,144994,144350,143633,142853,142224,141505,140926,139965,138993,137697,136592,135328,134354,133713,133051,132548,132079,131771,131431,131161,131075,131197,131066,130903,130125,129812,129901,130282,130171,130423,130952,131724,132505,133266,134236,134998,136300,135591,134884,133833,134677,135438,135779,135803,135933,136389,137381,138136,138986,140220,141344,142382,143242,143636,144328,144260,144153,143784,142809,142227,141119,141349,141708,142517,141792,141087,140422,141512,142319,142949,143331,144465,145801,146657,146954,147254,147968,149095,149876,150139,150502,150970,151352,151421,151787,152549,153457,154169,155112,156094,157289,157917,158579,159407,160491,161070,161291,161535,162316,163122,163775,164032,164473,165167,166115,166867,168150,169472,171022,171791,171886,172119,172171,172762,173325,174248,174962,175403,175194,175196,175535,175853,176093,175854,176581,177647,178445,178810,179050,179820,180855,181907,182731,184026,185689,187764,189322,190561,192127
